"Sp","Betacov.2021","R.Alb.2021","R.Car3.2021","R.Dal1.2021","R.Far1.2021","R.Gut1.2021","R.Po2.2021","R.Po3.2021","R.Stock1.2021","P.Alb.2021","P.Car3.2021","P.Dal1.2021","P.Far1.2021","P.Gut1.2021","P.Po2.2021","P.Po3.2021","P.Stock1.2021","Rank.2021","PropRank.2021","InSample.2021","Betacov.2020","R.Alb.2020","R.Car3.2020","R.Dal1.2020","R.Far1.2020","R.Gut1.2020","R.Po2.2020","R.Po3.2020","R.Stock1.2020","P.Alb.2020","P.Car3.2020","P.Dal1.2020","P.Far1.2020","P.Gut1.2020","P.Po2.2020","P.Po3.2020","P.Stock1.2020","Rank.2020","PropRank.2020","InSample.2020"
"Artibeus jamaicensis",1,0.712230215827338,0.423835125448029,0.0164835164835165,0.0183823529411765,0.176523297491039,0.0412371134020619,0.0192307692307692,0.148007590132827,0.144513274336283,0.149979755765422,1.46131128276165,0.606963505400782,0.842508173385342,0.8,0.398083119887631,0.470449697667153,192.3125,0.194491247619595,1,0,0.658787255909558,0.446236559139785,0.0393700787401575,0.0236220472440945,0.123655913978495,0.0412371134020619,0.16580310880829,0.274193548387097,0.153026315789474,0.0901305852943709,0.975988331076352,0.462623161477228,0.851976237967665,0.8,0.269447088344726,0.27171660536764,202.5,0.221613203201192,1
"Hipposideros larvatus",1,0.0996916752312436,0.126344086021505,0.549450549450549,0.205882352941176,0.0824372759856631,0.36426116838488,0.151442307692308,0.0939278937381404,0.227079646017699,0.391039146885014,0.568979388197232,0.373707437522756,0.91728571644301,0.4,0.310171031975543,0.534367890450582,89.9375,0.209179663680683,1,0,0.13360739979445,0.129928315412186,0.811023622047244,0.393700787401575,0.0295698924731183,0.36426116838488,0.606217616580311,0.263757115749526,0.2225,0.244733079941057,0.430404575002378,0.226857569037828,0.940735266625348,0.4,0.181535000432638,0.277814214522584,132.75,0.341508239730411,1
"Chaerephon pumilus",1,0.299075025693731,0.0564516129032258,0.0879120879120879,0.0919117647058824,0.0913978494623656,0.36426116838488,0.581730769230769,0.128083491461101,0.189911504424779,0.466578363504754,1.17066237395625,0.454441775985434,0.910751308037836,0.4,0.233247955052466,0.487632185350676,101.75,0.212602971219255,1,0,0.221993833504625,0.0707885304659498,0.187007874015748,0.200787401574803,0.0707885304659498,0.36426116838488,0.505181347150259,0.393738140417457,0.201447368421053,0.276313982691652,0.804142467993825,0.293555702082832,0.894222591560809,0.4,0.20351302241066,0.217862876101135,129.75,0.251818353247459,1
"Rousettus amplexicaudatus",1,0.00822199383350463,0.010752688172043,0.344322344322344,0.147058823529412,0.0689964157706093,1,0.151442307692308,0.0170777988614801,0.268230088495575,0.574839723702936,0.678645225661162,0.392937721089476,0.924652653314927,0.2,0.310171031975543,0.667686495914828,53.25,0.218484046522713,1,1,0.0226104830421377,0.0492831541218638,0.5,0.145669291338583,0.0582437275985663,1,0.137305699481865,0.0161290322580645,0.250526315789474,0.307844149861853,0.605611013861592,0.326108762774501,0.913785084640548,0.2,0.280436099333737,0.61630351170851,61.875,0.241155173480135,1
"Murina leucogaster",0,0.166495375128469,0.14426523297491,0.0622710622710623,0.161764705882353,0.112903225806452,0.151202749140893,0.581730769230769,0.393738140417457,0.216017699115044,0.376742055015931,1.25528559250364,0.385704677113867,0.896915220655824,0.6,0.233247955052466,0.30014196306815,133.5,0.221796407606546,1,0,0.10945529290853,0.101254480286738,0.0354330708661417,0.153543307086614,0.0743727598566308,0.151202749140893,0.505181347150259,0.35673624288425,0.226184210526316,0.257736674902264,1.00536320455764,0.307734992925569,0.892441934883929,0.6,0.20351302241066,0.239834724234766,105.75,0.185897406272507,1
"Taphozous perforatus",1,0.618191161356629,0.0259856630824373,0.183150183150183,0.213235294117647,0.0403225806451613,0.36426116838488,0.151442307692308,0.295066413662239,0.16716814159292,0.518887902172639,0.871227786112052,0.369454993604016,0.942572009003032,0.4,0.310171031975543,0.357847429559093,147.375,0.236456846511436,1,1,0.597636176772867,0.00806451612903226,0.251968503937008,0.216535433070866,0.028673835125448,0.36426116838488,0.137305699481865,0.20303605313093,0.1675,0.384476164479246,0.709908497528851,0.292058986752066,0.94199426326334,0.4,0.280436099333737,0.317160171795822,129.375,0.225935173254112,1
"Rhinolophus sinicus",1,0.0863309352517986,0.21505376344086,0.725274725274725,0.139705882352941,0.206093189964158,0.36426116838488,0.151442307692308,0.00569259962049336,0.228761061946903,0.333890963299935,0.465975272100026,0.423167361778371,0.803020326190962,0.4,0.310171031975543,0.750475518444477,110.0625,0.23673182149777,1,1,0.039054470709147,0.197132616487455,0.645669291338583,0.137795275590551,0.0940860215053763,0.36426116838488,0.137305699481865,0.00379506641366224,0.243684210526316,0.205763179255328,0.475437872823098,0.340683139742762,0.878224882262205,0.4,0.280436099333737,0.752196952581983,80.6875,0.20238745123894,1
"Myotis ricketti",1,NA,0.10663082437276,0.549450549450549,0.183823529411765,0.0510752688172043,0.36426116838488,0.151442307692308,0.259962049335863,NA,0.403391259139436,0.568979388197232,0.382173529834917,0.936163836139916,0.4,0.310171031975543,0.383746892319162,104.928571428571,0.238092242495047,1,1,NA,0.121863799283154,0.568897637795276,0.188976377952756,0.121863799283154,0.36426116838488,0.137305699481865,0.185009487666034,NA,0.248137148028323,0.538508442944989,0.294517255576203,0.853242211792397,0.4,0.280436099333737,0.334359461859526,105.571428571429,0.241168281406731,1
"Artibeus lituratus",1,0.78879753340185,0.469534050179211,0.0732600732600733,0.0147058823529412,0.261648745519713,0.0412371134020619,0.00480769230769231,0.259013282732448,0.137699115044248,0.12749481270102,1.23477764248154,0.632343317911304,0.701292942105466,0.8,0.420061141865653,0.387481052666551,235.9375,0.239125546644499,1,1,0.809352517985611,0.410394265232975,0.0708661417322835,0.015748031496063,0.191756272401434,0.0412371134020619,0.00518134715025907,0.16888045540797,0.135263157894737,0.0994618389228566,0.929475780580157,0.542914334193236,0.767565430214884,0.8,0.390326209223847,0.353784271200086,208.3125,0.214177018101082,1
"Hipposideros caffer",1,0.280575539568345,0.025089605734767,0.347985347985348,0.128676470588235,0.0125448028673835,1,0.09375,0.0360531309297913,0.192566371681416,0.519516345885528,0.673755561503481,0.443342894521654,0.958411393625659,0.2,0.332149053953565,0.60867446175378,81,0.240584362209234,1,1,0.285200411099692,0.010752688172043,0.488188976377953,0.133858267716535,0.00537634408602151,1,0.0880829015544041,0.047438330170778,0.190921052631579,0.373752161521662,0.619436642274892,0.348949834996519,0.966329323086031,0.2,0.302414121311759,0.523724774781312,83.25,0.257362239897178,1
"Rhinolophus shameli",1,0.0894141829393628,0.0824372759856631,0.305860805860806,0.231617647058824,0.0331541218637993,1,0.264423076923077,0.0265654648956357,0.228230088495575,0.440224478897837,0.703318558344778,0.34366229240542,0.946782128483414,0.2,0.288193009997521,0.624899187630892,73.875,0.254184071940896,1,0,0.107913669064748,0.147849462365591,0.726377952755906,0.44488188976378,0.0815412186379928,1,1,0.0844402277039848,0.226315789473684,0.233083149281246,0.474374651262539,0.195654906024482,0.888424141450885,0.2,0.159556978454616,0.465513840134507,135.75,0.4491255525365,1
"Megaerops ecaudatus",1,0.144398766700925,0.00896057347670251,0.652014652014652,0.529411764705882,0.109318996415771,NA,NA,0.10246679316888,0.219911504424779,0.58516045754973,0.469042931656241,0.212598214072944,0.897823409192172,NA,NA,0.523103800087547,117.083333333333,0.257761924413802,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhinolophus stheno",1,0.0328879753340185,0.104838709677419,0.305860805860806,0.224264705882353,0.0869175627240143,1,0.264423076923077,0.0436432637571157,0.246283185840708,0.405652789622329,0.703318558344778,0.348375586122186,0.914295357630507,0.2,0.288193009997521,0.599105378092142,79.625,0.25785451251985,1,0,0.025693730729702,0.191756272401434,0.726377952755906,0.456692913385827,0.182795698924731,1,1,0.123339658444023,0.249605263157895,0.210325952071931,0.474374651262539,0.191308631238016,0.781986774744011,0.2,0.159556978454616,0.421007369613018,151.5,0.463332028330203,1
"Epomops buettikoferi",1,0.141829393627955,0.0125448028673835,0.652014652014652,0.514705882352941,0.163082437275986,NA,NA,0.0692599620493359,0.220088495575221,0.566972170933463,0.469042931656241,0.218352531749091,0.855873892703224,NA,NA,0.561988990590104,120.833333333333,0.258906188364709,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhinolophus malayanus",1,0.039054470709147,0.0860215053763441,0.652014652014652,0.485294117647059,0.0860215053763441,NA,0.449519230769231,0.0370018975332068,0.243628318584071,0.436904348314422,0.469042931656241,0.240620100951183,0.91568366374604,NA,0.266214988019499,0.607506913209187,96.0714285714286,0.262132482775141,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhinolophus thomasi",1,0.0349434737923947,0.0833333333333333,0.652014652014652,0.474264705882353,0.113799283154122,NA,0.449519230769231,0.0275142314990512,0.245044247787611,0.439699179378252,0.469042931656241,0.240839766936617,0.896618846367641,NA,0.266214988019499,0.623909579601454,97.6428571428571,0.262198415777877,1,1,0.02672147995889,0.140681003584229,0.856299212598425,0.47244094488189,0.17831541218638,NA,0.38860103626943,0.0379506641366224,0.249210526315789,0.237787581110036,0.403718736183378,0.187389378726408,0.790668937319382,NA,0.236480055377693,0.538071973606312,119.214285714286,0.300144250516552,1
"Cynopterus horsfieldii",1,0.0678314491264132,0.017921146953405,0.652014652014652,0.551470588235294,0.0483870967741935,NA,0.449519230769231,0.0483870967741935,0.233628318584071,0.539100671393382,0.469042931656241,0.211864875279351,0.937631522364899,NA,0.266214988019499,0.591055604604445,87.5,0.262218751521055,1,1,0.104830421377184,0.0779569892473118,0.856299212598425,0.649606299212598,0.175627240143369,NA,0.38860103626943,0.0493358633776091,0.226447368421053,0.271623175601997,0.403718736183378,0.158556226161417,0.793966842203755,NA,0.236480055377693,0.518842376914513,127.785714285714,0.328893866032275,1
"Nycteris gambiensis",1,0.672147995889003,0.120071684587814,0.0586080586080586,0.132352941176471,0.387992831541219,0.36426116838488,0.09375,0.326375711574953,0.148672566371681,0.396145662611638,1.2934022485758,0.442554744764407,0.534078176008542,0.4,0.332149053953565,0.339646304270434,211.1875,0.2694450489703,1,0,0.768242548818088,0.262544802867384,0.12992125984252,0.204724409448819,0.611111111111111,0.36426116838488,0.505181347150259,0.777039848197344,0.140131578947368,0.170483963025338,0.858426049845055,0.293547200509485,0.329797360956546,0.4,0.20351302241066,0.0995993844813948,347.125,0.452878311977551,1
"Pipistrellus nathusii",1,0.146968139773895,0.0636200716845878,0.15018315018315,0.257352941176471,0.149641577060932,1,0.264423076923077,0.134724857685009,0.219557522123894,0.462428023572127,0.998675065953577,0.310503471204895,0.869474434338646,0.2,0.288193009997521,0.483193706116939,104.3125,0.27086422681089,1,1,0.130010277492292,0.0474910394265233,0.228346456692913,0.279527559055118,0.120071684587814,1,0.233160621761658,0.0958254269449715,0.223026315789474,0.31069426572724,0.743308955637129,0.236589120875463,0.854202557836472,0.2,0.258458077355715,0.452242444613092,91.75,0.266804133245161,1
"Rhinolophus mehelyi",1,0.219938335046249,0.039426523297491,0.652014652014652,0.444852941176471,0.0958781362007168,NA,0.449519230769231,0.00664136622390892,0.204867256637168,0.488762703921685,0.469042931656241,0.252042461010382,0.908685610055977,NA,0.266214988019499,0.748675848441956,109.214285714286,0.27261016924696,1,1,0.104830421377184,0.0224014336917563,0.856299212598425,0.433070866141732,0.0689964157706093,NA,0.38860103626943,0.00853889943074004,0.226447368421053,0.353020930970734,0.403718736183378,0.197552656120363,0.895426769612612,NA,0.236480055377693,0.687987267348207,87.9285714285714,0.26896261218284,1
"Megaerops niphanae",1,0.02672147995889,0.00716845878136201,0.652014652014652,0.577205882352941,0.115591397849462,NA,0.449519230769231,0.105313092979127,0.250265486725664,0.60740957701012,0.469042931656241,0.211308927073597,0.896279042822668,NA,0.266214988019499,0.518217123552337,100.357142857143,0.276219170672238,1,1,0.0498458376156218,0.00716845878136201,0.856299212598425,0.677165354330709,0.0922939068100358,NA,0.38860103626943,0.0920303605313093,0.239736842105263,0.389996488418557,0.403718736183378,0.158139996171599,0.878708263578625,NA,0.236480055377693,0.457341912191115,103,0.309057738133842,1
"Rhinolophus hipposideros",1,0.16289825282631,0.0456989247311828,0.652014652014652,0.455882352941176,0.138888888888889,NA,0.449519230769231,0.032258064516129,0.216991150442478,0.478317221226405,0.469042931656241,0.24264002177746,0.875182368422571,NA,0.266214988019499,0.613871066907395,113.428571428571,0.276737195241081,1,1,0.0596094552929085,0.0304659498207885,0.856299212598425,0.484251968503937,0.10752688172043,NA,0.38860103626943,0.0294117647058824,0.237105263157895,0.335500445508064,0.403718736183378,0.184744529049795,0.862304043854112,NA,0.236480055377693,0.554018659349498,94.0714285714286,0.279452324130257,1
"Rhinolophus clivosus",1,0.164439876670092,0.0689964157706093,0.305860805860806,0.227941176470588,0.163978494623656,1,0.264423076923077,0.0227703984819734,0.216548672566372,0.454794603497827,0.703318558344778,0.347168670964411,0.85569459074536,0.2,0.288193009997521,0.642106170804227,98.75,0.2773012806001,1,1,0.0883864337101747,0.0546594982078853,0.52755905511811,0.228346456692913,0.0761648745519713,1,0.233160621761658,0.0142314990512334,0.228289473684211,0.302779010873761,0.599395432266425,0.27612178152561,0.89125400839583,0.2,0.258458077355715,0.618987784223752,78.6875,0.277813554886743,1
"Pipistrellus kuhlii",1,0.0981500513874615,0.0412186379928315,0.556776556776557,0.154411764705882,0.10663082437276,1,0.151442307692308,0.111954459203036,0.227256637168142,0.486923387075838,0.565949509752148,0.389668074242022,0.899574476848932,0.2,0.310171031975543,0.506948845155714,93.6875,0.277573075266354,1,1,0.065775950668037,0.0277777777777778,0.574803149606299,0.21259842519685,0.14247311827957,1,0.137305699481865,0.136622390891841,0.235394736842105,0.340316562633716,0.535089797132231,0.292656854357924,0.830421676308234,0.2,0.280436099333737,0.401959216872889,96.25,0.28716956398778,1
"Rhinolophus acuminatus",1,0.0462487153134635,0.167562724014337,0.652014652014652,0.459558823529412,0.136200716845878,NA,0.449519230769231,0.0578747628083491,0.24,0.359983969070681,0.469042931656241,0.242301909586292,0.877522775493488,NA,0.266214988019499,0.576968186029714,120.214285714286,0.281282803613617,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macroglossus minimus",1,0.0287769784172662,0.0161290322580645,0.232600732600733,0.378676470588235,0.238351254480287,1,0.264423076923077,0.115749525616698,0.249026548672566,0.547247413335908,0.834065328280946,0.300808484244824,0.732388465161106,0.2,0.288193009997521,0.501855404078723,100.125,0.284338383860545,1,0,0.0452209660842754,0.158602150537634,0.602362204724409,0.889763779527559,0.201612903225806,1,1,0.381404174573055,0.241842105263158,0.22735492854892,0.532659131402882,0.15507081419386,0.750712385315559,0.2,0.159556978454616,0.227228247609444,195.6875,0.534870772334093,1
"Carollia perspicillata",1,0.840184994861254,0.489247311827957,0.0164835164835165,0.0220588235294118,0.561827956989247,0.0412371134020619,0.0192307692307692,0.284629981024668,0.131238938053097,0.118709213919223,1.46131128276165,0.601215179843912,0.344465989382197,0.8,0.398083119887631,0.365363610784163,288.875,0.284362558418611,1,1,0.841212744090442,0.46326164874552,0.031496062992126,0.0196850393700787,0.456989247311828,0.0412371134020619,0.0259067357512953,0.181214421252372,0.130526315789474,0.0870362460874391,1.00729724324751,0.500305585867112,0.486524312558518,0.8,0.368348187245825,0.33886054826741,257.5625,0.257625376614465,1
"Nanonycteris veldkampii",1,0.091983556012333,0.00985663082437276,0.652014652014652,0.511029411764706,0.158602150537634,NA,0.449519230769231,0.140417457305503,0.228053097345133,0.578730026517565,0.469042931656241,0.218982972405367,0.858500023092547,NA,0.266214988019499,0.479381320994155,119.428571428571,0.287631869889776,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barbastella barbastellus",0,0.147995889003083,0.0645161290322581,0.124542124542125,0.356617647058824,0.170250896057348,0.36426116838488,0.663461538461538,0.412713472485769,0.219203539823009,0.460890286238694,1.01298450275058,0.302049285398377,0.848311837172015,0.4,0.211269933074444,0.292375317112343,145.375,0.288044858128228,1,0,0.0899280575539568,0.046594982078853,0.100393700787402,0.311023622047244,0.110215053763441,0.36426116838488,0.606217616580311,0.4146110056926,0.228157894736842,0.310932975588142,0.893975496378212,0.234131338359972,0.860495889040577,0.4,0.181535000432638,0.209897905550629,121.75,0.255405650861086,1
"Nyctalus noctula",1,0.206577595066804,0.043010752688172,0.15018315018315,0.301470588235294,0.0277777777777778,1,0.264423076923077,0.316888045540797,0.20716814159292,0.482859325075826,0.998675065953577,0.305625358085663,0.951154883422148,0.2,0.288193009997521,0.346725547547488,117.1875,0.288791373301884,1,1,0.161356628982528,0.0295698924731183,0.228346456692913,0.366141732283465,0.0134408602150538,1,0.233160621761658,0.189753320683112,0.216184210526316,0.335574641387327,0.743308955637129,0.230416749584492,0.955898782456342,0.2,0.258458077355715,0.329624433703987,93.3125,0.277721189136481,1
"Desmodus rotundus",1,0.835560123329907,0.53673835125448,0.010989010989011,0.0294117647058824,0.434587813620072,0.151202749140893,0.0288461538461538,0.291271347248577,0.13212389380531,0.0966644057571771,1.47634615548965,0.554734589185089,0.46895071200422,0.6,0.376105097909609,0.359471350338801,280.375,0.289825914266872,1,0,0.811408016443988,0.594086021505376,0.047244094488189,0.0551181102362205,0.25089605734767,0.151202749140893,0.313471502590674,0.804554079696395,0.135131578947368,0.0527004407225959,0.9719980773723,0.409990296024905,0.666381644886207,0.6,0.247469066366704,0.0913287055543704,336.125,0.378497578931176,1
"Scotophilus dinganii",1,0.0616649537512847,0.0600358422939068,0.305860805860806,0.279411764705882,0.123655913978495,1,0.264423076923077,0.247628083491461,0.235929203539823,0.465328220876901,0.703318558344778,0.308707360899651,0.887777203940111,0.2,0.288193009997521,0.395356168897203,110.75,0.292835055125614,1,1,0.0760534429599178,0.0609318996415771,0.52755905511811,0.248031496062992,0.0949820788530466,1,0.233160621761658,0.166982922201139,0.232236842105263,0.29278472821532,0.599395432266425,0.24152383933243,0.87576672229081,0.2,0.258458077355715,0.358595717450323,101.4375,0.300962689574805,1
"Dyacopterus spadiceus",1,0.178828365878726,0.0116487455197133,0.652014652014652,0.558823529411765,0.155017921146953,NA,0.449519230769231,0.0455407969639469,0.213008849557522,0.573932948862859,0.469042931656241,0.211656426741495,0.864165486469874,NA,0.266214988019499,0.594404504410489,118.785714285714,0.293056177386427,1,1,0.202980472764645,0.0331541218637993,0.856299212598425,0.566929133858268,0.134408602150538,NA,0.38860103626943,0.038899430740038,0.205526315789474,0.327142239635139,0.403718736183378,0.160754855806485,0.838249900780519,NA,0.236480055377693,0.537095099045813,123.142857142857,0.317324572892163,1
"Epomophorus labiatus",1,0.144398766700925,0.0546594982078853,0.56959706959707,0.25,0.0376344086021505,1,0.264423076923077,0.0256166982922201,0.219911504424779,0.46843291792767,0.542126607502383,0.312694520666241,0.943356163724636,0.2,0.288193009997521,0.631674845046814,86.8125,0.293291189790416,1,1,0.117163412127441,0.0313620071684588,0.635826771653543,0.236220472440945,0.0609318996415771,1,0.233160621761658,0.023719165085389,0.225263157894737,0.328618512903682,0.491960088587589,0.241921944872423,0.903794299295243,0.2,0.258458077355715,0.575967702026342,81.75,0.292298043734877,1
"Scotophilus leucogaster",1,0.107913669064748,0.0528673835125448,0.305860805860806,0.275735294117647,0.0654121863799283,1,0.264423076923077,0.277988614800759,0.226106194690265,0.47070285737473,0.703318558344778,0.308903227939591,0.925336974180697,0.2,0.288193009997521,0.369661886298383,111.125,0.293775128832439,1,1,0.158787255909558,0.0501792114695341,0.52755905511811,0.346456692913386,0.0510752688172043,1,0.233160621761658,0.216318785578748,0.216973684210526,0.306505938083169,0.599395432266425,0.232169503640832,0.919289428502184,0.2,0.258458077355715,0.303467104304248,113.5,0.322942111446025,1
"Myotis myotis",0,0.100719424460432,0.1415770609319,0.201465201465201,0.261029411764706,0.100358422939068,0.36426116838488,0.663461538461538,0.518975332068311,0.226991150442478,0.381112041105795,0.849622367504491,0.309915495468617,0.903035076383918,0.4,0.211269933074444,0.248450211894482,154,0.293980945059505,1,0,0.0668036998972251,0.127240143369176,0.161417322834646,0.263779527559055,0.103046594982079,0.36426116838488,0.606217616580311,0.463946869070209,0.235263157894737,0.245586183170295,0.814703447715736,0.24052764684184,0.864782575910048,0.4,0.181535000432638,0.190401440292148,136.125,0.269589117834697,1
"Myotis nattereri",0,0.102774922918808,0.134408602150538,0.201465201465201,0.264705882352941,0.0698924731182796,0.36426116838488,0.663461538461538,0.575901328273245,0.226725663716814,0.38511170841599,0.849622367504491,0.309631758738834,0.924483875348399,0.4,0.211269933074444,0.230370760120389,156.625,0.297108889640679,1,0,0.0688591983556012,0.149641577060932,0.161417322834646,0.267716535433071,0.0636200716845878,0.36426116838488,0.606217616580311,0.588235294117647,0.234210526315789,0.232957465949247,0.814703447715736,0.238513527531773,0.899029966495548,0.4,0.181535000432638,0.153255224953855,150.5,0.283746098056459,1
"Rhinolophus pearsonii",1,0.0236382322713258,0.128136200716846,0.923076923076923,0.488970588235294,0.0618279569892473,NA,0.449519230769231,0.00759013282732448,0.252654867256637,0.390317766500436,0.357879322519435,0.24047731387333,0.927692179647614,NA,0.266214988019499,0.748394992577672,103.071428571429,0.297537037840884,1,1,0.0164439876670093,0.0582437275985663,0.937007874015748,0.476377952755905,0.0232974910394265,NA,0.38860103626943,0.0047438330170778,0.2575,0.300847164023607,0.351372826632517,0.18614943337684,0.946334108313873,NA,0.236480055377693,0.734471046956384,78,0.272102271766166,1
"Rhinolophus euryale",1,0.23021582733813,0.0403225806451613,0.575091575091575,0.216911764705882,0.0564516129032258,1,0.264423076923077,0.00189753320683112,0.202743362831858,0.488331505680064,0.520099699705549,0.363834650514352,0.930699930682964,0.2,0.288193009997521,0.903455168740303,93.8125,0.298164246351735,1,1,0.104830421377184,0.0188172043010753,0.62992125984252,0.208661417322835,0.0519713261648745,1,0.233160621761658,0.00189753320683112,0.226447368421053,0.354110538493026,0.502929309107118,0.293287548373097,0.918559388071182,0.2,0.258458077355715,0.864616929203417,73.3125,0.281157472997122,1
"Myotis blythii",0,0.0750256937307297,0.344982078853047,0.201465201465201,0.246323529411765,0.0663082437275986,0.36426116838488,0.663461538461538,0.487666034155598,0.231769911504425,0.201358632547896,0.849622367504491,0.31476193646419,0.925323157395966,0.4,0.211269933074444,0.267275796715058,169.875,0.306186686023795,1,0,0.0441932168550874,0.234767025089606,0.161417322834646,0.259842519685039,0.0349462365591398,0.36426116838488,0.606217616580311,0.459203036053131,0.242368421052632,0.185475747255928,0.814703447715736,0.241061483262496,0.934665644679745,0.4,0.181535000432638,0.191147607087387,138.125,0.27060601775523,1
"Epomops franqueti",1,0.116135662898253,0.0197132616487455,0.915750915750916,0.0514705882352941,0.148745519713262,1,0.0504807692307692,0.152751423149905,0.224955752212389,0.533800023573785,0.36080407861897,0.506441167294858,0.869559236112402,0.2,0.354127075931587,0.465670831995835,110.25,0.306881017578393,1,1,0.16289825282631,0.0268817204301075,0.897637795275591,0.0708661417322835,0.171146953405018,1,0.0466321243523316,0.121442125237192,0.216052631578947,0.341938128561146,0.390849475518974,0.402689692614647,0.798365497617184,0.2,0.324392143289781,0.428473942354536,113.5,0.312188139157354,1
"Rhinolophus blasii",1,0.130010277492292,0.0439068100358423,0.923076923076923,0.481617647058824,0.117383512544803,NA,0.449519230769231,0.0047438330170778,0.22212389380531,0.48244517381131,0.357879322519435,0.240751027892061,0.893102946548442,NA,0.266214988019499,0.762550671709188,112.571428571429,0.30717974771357,1,1,0.0498458376156218,0.0241935483870968,0.937007874015748,0.464566929133858,0.0627240143369176,NA,0.38860103626943,0.00569259962049336,0.239736842105263,0.351497837251645,0.351372826632517,0.188586796977914,0.900989274626702,NA,0.236480055377693,0.716859197664763,83.2142857142857,0.276090262768452,1
"Neoromicia capensis",1,0.0719424460431655,0.0627240143369176,0.305860805860806,0.290441176470588,0.220430107526882,1,0.264423076923077,0.241935483870968,0.232389380530973,0.4626459900766,0.703318558344778,0.307726448083637,0.774901218912124,0.2,0.288193009997521,0.397303180656952,125.5,0.30721963887905,1,1,0.12589928057554,0.0716845878136201,0.52755905511811,0.362204724409449,0.289426523297491,1,0.233160621761658,0.184060721062619,0.223684210526316,0.274674854631902,0.599395432266425,0.231061325767596,0.627970760621765,0.2,0.258458077355715,0.33580652676021,142,0.349249439254811,1
"Pipistrellus coromandra",1,0.0174717368961973,0.224014336917563,0.305860805860806,0.297794117647059,0.231182795698925,1,0.264423076923077,0.125237191650854,0.255132743362832,0.326881541976623,0.703318558344778,0.305902305464331,0.746666672927152,0.2,0.288193009997521,0.491205335845245,127.75,0.30824800769931,1,0,0.0154162384378212,0.146953405017921,0.726377952755906,0.515748031496063,0.150537634408602,1,1,0.336812144212524,0.258289473684211,0.233239030679436,0.474374651262539,0.16260108620653,0.821159970462241,0.2,0.159556978454616,0.248724149066061,169.5,0.486480675791105,1
"Rhinolophus macrotis",1,0.0154162384378212,0.165770609318996,0.923076923076923,0.477941176470588,0.122759856630824,NA,0.449519230769231,0.0094876660341556,0.258672566371681,0.360244922967194,0.357879322519435,0.240788289455393,0.888208201385939,NA,0.266214988019499,0.725338938232892,117.5,0.30913881439122,1,1,0.00719424460431655,0.0761648745519713,0.937007874015748,0.480314960629921,0.0976702508960574,NA,0.38860103626943,0.0094876660341556,0.265,0.271818530461287,0.351372826632517,0.185192127946226,0.875014607181907,NA,0.236480055377693,0.666350526842253,92.2857142857143,0.285205843857371,1
"Myotis dasycneme",1,0.231243576567318,0.135304659498208,0.15018315018315,0.283088235294118,0.0833333333333333,1,0.264423076923077,0.332068311195446,0.201504424778761,0.385001188444217,0.998675065953577,0.308508336785565,0.916359880708685,0.2,0.288193009997521,0.337070873205709,142.1875,0.309955542874331,1,1,0.210688591983556,0.0905017921146953,0.228346456692913,0.31496062992126,0.0448028673835125,1,0.233160621761658,0.229601518026565,0.203947368421053,0.262171400799061,0.743308955637129,0.234105356002599,0.924005838873941,0.2,0.258458077355715,0.294008382146612,115.8125,0.29400780973552,1
"Hypsugo savii",1,0.177286742034943,0.0582437275985663,0.305860805860806,0.323529411764706,0.14247311827957,1,0.264423076923077,0.209677419354839,0.213097345132743,0.466393542494152,0.703318558344778,0.303989964479918,0.873114407495801,0.2,0.288193009997521,0.425282875411233,123.6875,0.310186787727063,1,1,0.156217882836588,0.0349462365591398,0.52755905511811,0.354330708661417,0.154121863799283,1,0.233160621761658,0.139468690702087,0.217368421052632,0.324503790380639,0.599395432266425,0.231214986560823,0.81759806703015,0.2,0.258458077355715,0.397056147597831,115.5625,0.324975632429785,1
"Megaloglossus woermanni",1,0.141829393627955,0.0232974910394265,0.305860805860806,0.238970588235294,0.412186379928315,1,0.264423076923077,0.103415559772296,0.220088495575221,0.522525091178122,0.703318558344778,0.319993126319404,0.495945449787294,0.2,0.288193009997521,0.520056617731302,135.25,0.311247911923396,1,1,0.171120246659815,0.100358422939068,0.52755905511811,0.283464566929134,0.502688172043011,1,0.233160621761658,0.105313092979127,0.213289473684211,0.258799361352644,0.599395432266425,0.235732278096994,0.434401993409139,0.2,0.258458077355715,0.443103456198567,168.375,0.36545802230374,1
