"Sp","Betacov.2021","R.Alb.2021","R.Car3.2021","R.Gut1.2021","R.Stock1.2021","P.Alb.2021","P.Car3.2021","P.Gut1.2021","P.Stock1.2021","Rank.2021","PropRank.2021","InSample.2021","Betacov.2020","R.Alb.2020","R.Car3.2020","R.Gut1.2020","R.Stock1.2020","P.Alb.2020","P.Car3.2020","P.Gut1.2020","P.Stock1.2020","Rank.2020","PropRank.2020","InSample.2020"
"Pteropus rodricensis",0,NA,0.402329749103943,0.629032258064516,0.49146110056926,NA,0.164084608389269,0.257992431768941,0.264934001256896,556.333333333333,0.50760770257924,0,0,NA,0.337813620071685,0.488351254480287,0.502846299810247,NA,0.126189262900052,0.451687867505044,0.174003425319195,484,0.443003724787406,0
"Nyctophilus arnhemensis",0,0.543165467625899,0.485663082437276,0.390681003584229,0.615749525616698,0.173628318584071,0.119454038487721,0.530560593762419,0.21842104038527,538.875,0.508814769816026,0,0,0.546762589928058,0.477598566308244,0.432795698924731,0.710626185958254,0.171315789473684,0.0836104462428447,0.510851792503723,0.121551791468207,574.25,0.541945760279822,0
"Nyctimene masalai",0,0.508221993833505,0.596774193548387,0.799283154121864,0.133776091081594,0.175663716814159,0.0723725391836787,0.139630167332602,0.483660880405936,548.375,0.509513858146337,0,0,0.400308324768756,0.702508960573477,0.704301075268817,0.116698292220114,0.179736842105263,0.0345235659513964,0.275503142900033,0.430589296552846,520.625,0.480954163207791,0
"Chaerephon chapini",0,0.530318602261048,0.460573476702509,0.582437275985663,0.473434535104364,0.174336283185841,0.131517609082071,0.324514314914817,0.270926101315813,544.75,0.511690972513396,0,0,0.405960945529291,0.396953405017921,0.57078853046595,0.626185958254269,0.179473684210526,0.103589791318639,0.367965160967255,0.145354611544505,533.75,0.499972209816858,0
"Glauconycteris egeria",0,0.237410071942446,0.455197132616487,0.807347670250896,0.558823529411765,0.19929203539823,0.136013621185391,0.132384911278664,0.235368015605876,557.25,0.514694601055399,0,0,0.285200411099692,0.405017921146953,0.795698924731183,0.841555977229602,0.190921052631579,0.100860891909631,0.199055515071903,0.0811327381852022,626.125,0.581868308551857,0
"Mops trevori",0,0.614594039054471,0.581541218637993,0.459677419354839,0.407020872865275,0.167699115044248,0.0769324075592115,0.453101506347938,0.294670233450203,547.25,0.515708387478144,0,0,0.567317574511819,0.517025089605735,0.553763440860215,0.429791271347249,0.169605263157895,0.0742616194109024,0.383197223919011,0.200576168092767,550,0.516974344081254,0
"Nyctimene major",0,0.443473792394656,0.57168458781362,0.662186379928315,0.386148007590133,0.178761061946903,0.0795446413650609,0.235665550304262,0.305436622732244,553.875,0.515873191931681,0,0,0.458890030832477,0.654121863799283,0.689068100358423,0.29696394686907,0.175789473684211,0.0425021194945982,0.282075697846754,0.263877265580529,564.625,0.524760985464813,0
"Glauconycteris gleni",0,NA,0.412186379928315,0.524193548387097,0.612903225806452,NA,0.156512574479489,0.398992977776284,0.219333762381904,563.666666666667,0.516427718040621,0,0,NA,0.346774193548387,0.496415770609319,0.916508538899431,NA,0.123441718273771,0.441493208019519,0.0539371253610598,635.666666666667,0.586566167685712,0
"Glischropus javanus",0,NA,0.441756272401434,0.422043010752688,0.68595825426945,NA,0.143452134596527,0.484409926359737,0.195647045045764,562.333333333333,0.516585845807857,0,0,NA,0.498207885304659,0.625448028673835,0.836812144212524,NA,0.0782979670277031,0.31937604464337,0.0833776739135218,712,0.653489352730339,0
"Dobsonia beauforti",0,0.47584789311408,0.434587813620072,0.625448028673835,0.53415559772296,0.177433628318584,0.147429996478732,0.261790477443945,0.243880061357818,552.25,0.517509833282737,0,0,0.515930113052415,0.482078853046595,0.514336917562724,0.498102466793169,0.173026315789474,0.0828734312209673,0.423406564169538,0.175882743712901,534.75,0.502612087613726,0
"Hipposideros marisae",0,0.846865364850976,0.28584229390681,0.746415770609319,0.192599620493359,0.130176991150442,0.263771580422714,0.175225939964699,0.433902158392462,544.75,0.517930762465116,0,0,0.897225077081192,0.287634408602151,0.837813620071685,0.278937381404175,0.123421052631579,0.155956881768935,0.16660211435013,0.270200462104207,605.75,0.575402621789801,0
"Myotis moluccarum",0,0.247687564234327,0.508064516129032,0.3915770609319,0.925047438330171,0.198053097345133,0.105220606571746,0.52945939196923,0.0996056964107233,555,0.518094144906357,0,0,0.29393627954779,0.553763440860215,0.645161290322581,0.962049335863378,0.190131578947368,0.063365881036095,0.308996001084105,0.0332768777477417,659.5,0.613727586648491,0
"Phyllonycteris major",0,NA,0.563620071684588,0.474910394265233,NA,NA,0.0822411343212027,0.448594699349525,NA,579.5,0.51926523297491,0,0,NA,0.952508960573477,0.365591397849462,NA,NA,0.0114764089370737,0.559144228467027,NA,735.5,0.65905017921147,0
"Kerivoula flora",0,0.364337101747174,0.459677419354839,0.410394265232975,0.843453510436433,0.183982300884956,0.132138084704627,0.498142313925393,0.139209536024832,553.625,0.519465574192855,0,0,0.386433710174717,0.46594982078853,0.524193548387097,0.97438330170778,0.180789473684211,0.0865151527042332,0.415331012698322,0.0235799122605348,627,0.587740095264531,0
"Eptesicus matroka",0,0.330935251798561,0.56989247311828,0.574372759856631,0.61100569259962,0.186814159292035,0.0798289313037643,0.336171414753213,0.220111936719456,560.75,0.521551544343273,0,0,0.305241521068859,0.487455197132616,0.491039426523298,0.613851992409867,0.188815789473684,0.0812111373569648,0.447557824566206,0.147960962198498,509,0.47439703428366,0
"Pteralopex anceps",0,0.596094552929085,0.696236559139785,0.632616487455197,0.161290322580645,0.169469026548673,0.0564240494249889,0.256358504409592,0.461625037242173,558.25,0.521559480526178,0,0,0.55601233299075,0.864695340501792,0.696236559139785,0.21157495256167,0.170263157894737,0.0173614879984226,0.279156381713679,0.308084336511681,626.5,0.582129796298499,0
"Pteropus ornatus",0,0.504110996916752,0.709677419354839,0.655913978494624,0.217267552182163,0.175840707964602,0.0538067629272641,0.239852380923859,0.419976024831203,560.875,0.521742486737094,0,0,0.484583761562179,0.807347670250896,0.649641577060932,0.297912713472486,0.174473684210526,0.0212658759638436,0.30749139922021,0.263818227384975,602.875,0.559871430586623,0
"Pipistrellus adamsi",0,0.355601233299075,0.720430107526882,0.60573476702509,0.415559772296015,0.184601769911504,0.0519911181916764,0.290248430797718,0.290318199309775,566,0.524331470036765,0,0,0.350976361767729,0.705197132616487,0.657706093189964,0.5,0.182763157894737,0.033834604623725,0.301187614756111,0.175426056887161,597.375,0.553469896893545,0
"Kerivoula lenis",0,0.201438848920863,0.67831541218638,0.455197132616487,0.768500948766603,0.208053097345133,0.0598871428021099,0.454558210982857,0.169735346922985,567.75,0.525863085622584,0,0,0.234326824254882,0.896953405017921,0.373655913978495,0.855787476280835,0.200263157894737,0.0157816122126571,0.556772772015438,0.0769367846556515,637,0.590180904883033,0
"Nycteris aurita",0,0.67934224049332,0.586917562724014,0.510752688172043,0.333017077798861,0.147610619469027,0.0752492750166622,0.411597133364853,0.335838943043043,559.25,0.52750739229706,0,0,0.687564234326824,0.579749103942652,0.491935483870968,0.473434535104364,0.148684210526316,0.0550864199044663,0.44579081792432,0.187280936457474,591,0.558170839311202,0
"Pteropus samoensis",0,0.383350462487153,0.940860215053763,0.555555555555556,0.230550284629981,0.182743362831858,0.0164777971525196,0.35089078649126,0.408860417844459,571.5,0.527579129431613,0,0,0.389516957862282,0.908602150537634,0.610215053763441,0.300759013282732,0.180657894736842,0.0154336376235976,0.33002416979259,0.26247047383421,597.75,0.552273293861522,0
"Dobsonia emersa",0,0.422918807810894,0.518817204301075,0.612903225806452,0.55977229601518,0.179911504424779,0.10176190222322,0.277572828409272,0.234849862745417,566.125,0.5286028834834,0,0,0.423946557040082,0.568100358422939,0.498207885304659,0.499051233396584,0.178289473684211,0.0588219048127809,0.441438457406981,0.17571622092267,532.125,0.497326508541066,0
"Glauconycteris humeralis",0,0.20863309352518,0.561827956989247,0.686379928315412,0.663187855787476,0.206814159292035,0.0829265945397037,0.211647869973292,0.205587316042714,573.75,0.530007208654329,0,0,0.218910585817061,0.505376344086022,0.60573476702509,0.921252371916509,0.202368421052632,0.0770634736154589,0.332997217597409,0.0526331441905742,606,0.56281851721117,0
"Kerivoula eriophora",0,NA,0.486559139784946,0.580645161290323,0.52561669829222,NA,0.119103659733826,0.327247222606465,0.246931727634488,581.666666666667,0.530940333122496,0,0,NA,0.469534050179211,0.686379928315412,0.697343453510436,NA,0.0853645123958766,0.283729219027646,0.12533660382537,675,0.61775247733502,0
"Hypsugo arabicus",0,NA,0.339605734767025,0.663978494623656,0.590132827324478,NA,0.207490924498265,0.2323027547585,0.226695842051702,580.666666666667,0.531239018905053,0,0,NA,0.288530465949821,0.497311827956989,0.742884250474383,NA,0.155307169682763,0.441457562361971,0.110693144774722,553.333333333333,0.509575514793731,0
"Scotorepens sanborni",0,0.405960945529291,0.545698924731183,0.599462365591398,0.579696394686907,0.181150442477876,0.0923496439344473,0.292657857274891,0.22961579550289,571,0.532704657634695,0,0,0.469167523124358,0.545698924731183,0.602150537634409,0.766603415559772,0.175,0.0652764620471525,0.334344503192535,0.10257716995648,636.375,0.59590510026243,0
"Scotophilus robustus",0,0.420349434737924,0.60752688172043,0.372759856630824,0.730550284629981,0.180088495575221,0.0708080636530276,0.550549422611727,0.180840226942337,568.25,0.53279661442979,0,0,0.41469681397739,0.503584229390681,0.275985663082437,0.819734345351044,0.179078947368421,0.0773038033205197,0.639448989308147,0.0872566396219305,534.375,0.503500262950388,0
"Chalinolobus nigrogriseus",0,0.415724563206578,0.558243727598566,0.588709677419355,0.569259962049336,0.180530973451327,0.0843128266306599,0.311605892158591,0.231615335038355,571.125,0.532984482568459,0,0,0.453751284686536,0.551971326164875,0.616487455197133,0.705882352941177,0.176184210526316,0.0637746951878262,0.325245713494293,0.122064744596648,622.375,0.58202310474743,0
"Nyctophilus gouldi",0,0.558067831449126,0.513440860215054,0.675627240143369,0.385199240986717,0.172566371681416,0.103263769682803,0.222734059181335,0.306089238787442,569,0.533083793198567,0,0,0.554984583761562,0.497311827956989,0.566308243727599,0.222011385199241,0.170394736842105,0.0784342597853649,0.370996574454004,0.298671774652434,490.25,0.460154010161348,0
"Nyctimene vizcaccia",0,0.582219938335046,0.575268817204301,0.802867383512545,0.176470588235294,0.170796460176991,0.0783628565715258,0.136573632303387,0.445514603837937,572.625,0.534206681821797,0,0,0.52158273381295,0.663082437275986,0.759856630824373,0.15180265654649,0.172763157894737,0.0409780386724551,0.232514836557313,0.379320657795872,563.875,0.524081114614949,0
"Vespadelus caurinus",0,0.455806783144913,0.650537634408602,0.491935483870968,0.539848197343453,0.178318584070796,0.0635363346709322,0.431860684459526,0.241198606400729,571.875,0.534532024691984,0,0,0.421377183967112,0.611111111111111,0.504480286738351,0.67741935483871,0.178421052631579,0.0483546264481977,0.432040660080197,0.132195767438806,592.25,0.553596984163821,0
"Miniopterus fuscus",0,1,0.413082437275986,0.409498207885305,0.317836812144212,0.0986725663716814,0.155893002348556,0.498176847630971,0.344837726001889,556.5,0.535104364326376,0,0,0.996916752312436,0.404121863799283,0.353046594982079,0.200189753320683,0.100789473684211,0.101315634080054,0.570588187096824,0.318906550168238,506.5,0.48856874110362,0
"Hipposideros coronatus",0,0.911613566289825,0.546594982078853,0.496415770609319,0.188804554079696,0.122389380530973,0.0923467420499656,0.429116031699527,0.436432001062307,562.5,0.535857218264423,0,0,0.91726618705036,0.566308243727599,0.510752688172043,0.195445920303605,0.121315789473684,0.059331964407917,0.427185435276224,0.324728380931754,575.125,0.547443259813402,0
"Myotis nipalensis",0,0.150565262076053,0.67831541218638,0.46505376344086,0.858633776091082,0.21858407079646,0.0598871428021099,0.45252466624367,0.135286044459753,581.875,0.538142053448594,0,0,0.142857142857143,0.896953405017921,0.378136200716846,0.825426944971537,0.220657894736842,0.0157816122126571,0.556630469781188,0.0856843168417424,608,0.560843423390862,0
"Pteropus anetianus",0,0.495889003083248,0.712365591397849,0.690860215053763,0.256166982922201,0.176371681415929,0.053207577971533,0.210179240866091,0.388258367500292,579.625,0.538820448114265,0,0,0.510791366906475,0.859318996415771,0.622759856630824,0.335863377609108,0.173157894736842,0.0180696969379632,0.32079842834966,0.248956306961133,626.25,0.582183399390545,0
"Cloeotis percivali",0,0.665981500513875,0.559139784946237,0.743727598566308,0.187855787476281,0.149557522123894,0.0842069189655179,0.176625352131946,0.436564371875476,575,0.539176167875675,0,0,0.65775950668037,0.479390681003584,0.632616487455197,0.186907020872865,0.153289473684211,0.083121080798644,0.316691631512301,0.333643356144969,519.5,0.489168424003004,0
"Pteropus tonganus",0,0.490236382322713,0.919354838709677,0.478494623655914,0.275142314990512,0.176637168141593,0.0193005955924123,0.443153560154929,0.373134183562216,581.75,0.540807039919704,0,0,0.432682425488181,0.870967741935484,0.50089605734767,0.349146110056926,0.177631578947368,0.016927759474827,0.440643716413104,0.243886690366373,580,0.538423083707065,0
"Hypsugo vordermanni",0,0.517985611510791,0.411290322580645,0.589605734767025,0.650853889943074,0.175221238938053,0.158721783293084,0.308074719308747,0.208590550865657,576.75,0.542433889700384,0,0,0.496916752312436,0.46505376344086,0.724014336917563,0.782732447817837,0.173815789473684,0.0868453454396707,0.264895617474776,0.0980588820260586,658.875,0.617179325122174,0
"Laephotis botswanae",0,0.233299075025694,0.560931899641577,0.779569892473118,0.600569259962049,0.200353982300885,0.0836855469275258,0.153965373804662,0.223453927937401,589,0.54359253177561,0,0,0.205549845837616,0.482974910394265,0.78494623655914,0.506641366223909,0.205,0.0828556826192419,0.210059983618292,0.173606166653399,537.25,0.495028089753732,0
"Hipposideros crumeniferus",0,0.835560123329907,0.659498207885305,0.557347670250896,0.130929791271347,0.13212389380531,0.0618251414419879,0.3504014597332,0.486755677694426,577.25,0.545833948184364,0,0,0.883864337101747,0.598566308243728,0.551971326164875,0.193548387096774,0.125131578947368,0.0514628658671418,0.387517671442071,0.327407886970133,587,0.556987589651781,0
"Chaerephon shortridgei",0,NA,0.544802867383513,0.732974910394265,0.362428842504744,NA,0.0925535146023987,0.18315190321413,0.316465867657663,602.666666666667,0.546735540094174,0,0,NA,0.46415770609319,0.773297491039427,0.23719165085389,NA,0.0869433249359264,0.222015263022832,0.288405789905797,543.666666666667,0.491548949328835,0
"Pipistrellus permixtus",0,NA,0.663082437275986,0.551075268817204,0.428842504743833,NA,0.0613433752498776,0.360097826755177,0.283475167731607,602.333333333333,0.547666736945674,0,0,NA,0.573476702508961,0.809139784946237,0.398481973434535,NA,0.0574143285002311,0.188070604727244,0.216792035657636,654.333333333333,0.593699486963244,0
"Pteropus woodfordi",0,0.362281603288798,0.624551971326165,0.709677419354839,0.495256166982922,0.184070796460177,0.0673759550838307,0.195552939123602,0.258789552214804,590.875,0.547941790238181,0,0,0.364850976361768,0.716845878136201,0.716845878136201,0.426944971537002,0.182236842105263,0.0317803820028415,0.267167687339484,0.201665746643637,601.25,0.556371926042793,0
"Taphozous hamiltoni",0,0.94398766700925,0.419354838709677,0.353046594982079,0.479127134724858,0.117433628318584,0.151274663594501,0.577506701883482,0.269375937045042,571.375,0.548879058856466,0,0,0.918807810894142,0.379032258064516,0.532258064516129,0.422201138519924,0.120921052631579,0.112397704051997,0.404052142932207,0.206791058153953,589,0.563074817998678,0
"Kerivoula cuprosa",0,0.196300102774923,0.46505376344086,0.737455197132617,0.799810246679317,0.20858407079646,0.129783339583526,0.179382894581412,0.161001619828801,594,0.549654827506929,0,0,0.231243576567318,0.399641577060932,0.706093189964158,0.960151802656547,0.200526315789474,0.102899857005052,0.273266685047468,0.0345281341180586,617.75,0.574282536562238,0
"Syconycteris hobbit",0,0.506166495375128,0.582437275985663,0.780465949820789,0.336812144212524,0.175752212389381,0.0760991655828912,0.153180354743507,0.3324710511079,592.125,0.551470466348526,0,0,0.432682425488181,0.71326164874552,0.6415770609319,0.240986717267552,0.177631578947368,0.0327825048122276,0.312576075706996,0.287242454422447,546.75,0.507126963108288,0
"Macroderma gigas",0,0.889003083247688,0.524193548387097,0.272401433691756,0.521821631878558,0.124601769911504,0.0999304924252995,0.691931891509746,0.247797375630083,576,0.551854924301275,0,0,0.864850976361768,0.563620071684588,0.244623655913978,0.51707779886148,0.127236842105263,0.0599322215635771,0.678435092359356,0.17180546054626,572.125,0.547543125705453,0
"Myotis occultus",0,0.391572456320658,0.619623655913978,0.449820788530466,0.751423149905123,0.18212389380531,0.0683168231551489,0.456422509373508,0.174437130702175,591.625,0.553110012667556,0,0,0.488694758478931,0.844534050179211,0.338709677419355,0.834914611005693,0.174342105263158,0.0186668644914028,0.578764484963703,0.0839311900469503,669,0.626713274270797,0
"Scotorepens greyii",0,0.517985611510791,0.490143369175627,0.57258064516129,0.632827324478178,0.175221238938053,0.118679697724576,0.337702997863049,0.213821410971096,589.25,0.553384237581472,0,0,0.542651593011305,0.470430107526882,0.441756272401434,0.563567362428843,0.171447368421053,0.0852829208415426,0.503516287948977,0.158975292256169,535,0.504601333842116,0
"Mops petersoni",0,0.830935251798561,0.295698924731183,0.67741935483871,0.413662239089184,0.132920353982301,0.248886850419759,0.221145653446165,0.291236073044095,582.625,0.554428942614409,0,0,0.837615621788284,0.314516129032258,0.863799283154122,0.600569259962049,0.130921052631579,0.139389244968364,0.149743293031501,0.150510993609116,690.75,0.654125073484178,0
"Pteropus keyensis",0,0.318602261048304,0.516129032258065,0.867383512544803,0.518026565464896,0.18787610619469,0.102366848241823,0.0851501607385875,0.248704166975135,600,0.555035342829017,0,0,0.309866392600206,0.596774193548387,0.873655913978495,0.277988614800759,0.188421052631579,0.0523843068612109,0.143745053477608,0.270790099862112,558.875,0.514571278731962,0
"Hipposideros papua",0,0.819116135662898,0.691756272401434,0.517921146953405,0.19449715370019,0.135221238938053,0.0577025318470348,0.405454358354244,0.433003718059284,588,0.555822677179482,0,0,0.841212744090442,0.676523297491039,0.67741935483871,0.223908918406072,0.130526315789474,0.0385798978212059,0.289250205667022,0.297251013721148,641.375,0.604766078706566,0
"Myotis abei",0,NA,0.603942652329749,0.71415770609319,0.35673624288425,NA,0.0716585262493822,0.193200373790457,0.319244497779305,615.666666666667,0.558278867102396,0,0,NA,0.628136200716846,0.537634408602151,0.301707779886148,NA,0.0464078578281966,0.401362403912454,0.261288304552069,539.666666666667,0.489159463068381,0
"Pteropus gilliardorum",0,0.455806783144913,0.630824372759857,0.700716845878136,0.449715370018975,0.178318584070796,0.0663096530954435,0.202563828972134,0.277049170376897,600.875,0.55926584295047,0,0,0.450154162384378,0.717741935483871,0.587813620071685,0.623339658444023,0.176447368421053,0.0316847876893273,0.352100286961931,0.145768274310562,638,0.594762344095989,0
"Nyctinomops aurispinosus",0,0.751798561151079,0.639784946236559,0.265232974910394,0.581593927893738,0.141238938053097,0.0646147058355117,0.697361414344879,0.228717590838023,588.625,0.559602602547943,0,0,0.724049331963001,0.645161290322581,0.282258064516129,0.53415559772296,0.144473684210526,0.0438694068724869,0.634249760898757,0.166115480197094,575.625,0.546406071131168,0
"Phylloderma stenops",0,0.734840698869476,0.603046594982079,0.307347670250896,0.59392789373814,0.142566371681416,0.0716689716034476,0.635312709175859,0.225370329478576,589.25,0.559790714460148,0,0,0.776978417266187,0.634408602150538,0.222222222222222,0.424098671726755,0.138815789473684,0.0449158266090993,0.71070530568898,0.203715682250576,539.75,0.514426978341425,0
"Hypsugo lophurus",0,NA,0.332437275985663,0.674731182795699,0.672675521821632,NA,0.213383286132991,0.223774894811827,0.202859602408901,611,0.559947993534331,0,0,NA,0.422043010752688,0.719534050179211,0.881404174573055,NA,0.0965209466503558,0.266926573791585,0.0690925339261011,734.333333333333,0.674327078501652,0
"Chiroderma salvini",0,0.664953751284687,0.42921146953405,0.416666666666667,0.734345351043643,0.149646017699115,0.148067590111404,0.492860203178732,0.179445614230722,591.25,0.561294309632262,0,0,0.667523124357657,0.447132616487455,0.342293906810036,0.607210626185958,0.150921052631579,0.0895054296423493,0.576295061720198,0.148842140986012,542.625,0.516040068460277,0
"Neoromicia flavescens",0,0.573484069886948,0.49910394265233,0.747311827956989,0.438330170777989,0.17141592920354,0.109740319840317,0.175201495598715,0.281211440284157,602.75,0.564557502818564,0,0,0.539054470709147,0.403225806451613,0.674731182795699,0.468690702087287,0.171578947368421,0.101532092549376,0.289956139783444,0.188710762307088,555.375,0.521425540510936,0
"Centurio senex",0,0.695786228160329,0.42831541218638,0.401433691756272,0.740037950664137,0.146283185840708,0.148761557544629,0.510586907541756,0.178210172392447,595.75,0.56639332069178,0,0,0.695272353545735,0.475806451612903,0.28673835125448,0.663187855787476,0.148026315789474,0.0844006369517798,0.629039313281375,0.134828782652616,556.625,0.530251253050149,0
"Hipposideros macrobullatus",0,0.858170606372045,0.531362007168459,0.664874551971326,0.215370018975332,0.129203539823009,0.0987626030669676,0.230249315410915,0.42274168251067,599.25,0.567444296121791,0,0,0.915210688591984,0.531362007168459,0.595878136200717,0.248576850094877,0.121447368421053,0.0686855161595393,0.340549245586794,0.283394057401098,602.625,0.572756920514009,0
"Lasiurus atratus",0,NA,0.67831541218638,0.456989247311828,NA,NA,0.0598871428021099,0.454325035367762,NA,633.5,0.567652329749104,0,0,NA,0.896953405017921,0.385752688172043,NA,NA,0.0157816122126571,0.556136258777754,NA,715.75,0.641353046594982,0
"Mops niveiventer",0,0.65775950668037,0.466845878136201,0.645161290322581,0.501897533206831,0.153716814159292,0.12929978930808,0.246961884543351,0.255003698007636,602.5,0.567916052086496,0,0,0.641829393627955,0.362007168458781,0.494623655913978,0.421252371916509,0.157631578947368,0.116671657696725,0.442548679113768,0.206921471155431,506.125,0.479928147479306,0
"Miniopterus fraterculus",0,0.671120246659815,0.50089605734767,0.439964157706093,0.66034155597723,0.148761061946903,0.108927513370932,0.462490763701347,0.205806476065577,599.75,0.568080504422702,0,0,0.644912641315519,0.3915770609319,0.397849462365591,0.27134724857685,0.156447368421053,0.10664385377917,0.550462997843508,0.273511111222309,448.625,0.426421603297465,0
"Dobsonia pannietensis",0,0.392600205549846,0.638888888888889,0.701612903225806,0.540796963946869,0.182035398230088,0.0647271138121088,0.202534022548124,0.241126276335831,612,0.568474740402853,0,0,0.416238437821172,0.722222222222222,0.717741935483871,0.544592030360531,0.178947368421053,0.0314307024534132,0.267055391039345,0.163522401177223,646.5,0.600198656471949,0
"Melonycteris woodfordi",0,0.535971223021583,0.663978494623656,0.812724014336918,0.26280834914611,0.173893805309735,0.0612896660087218,0.131037969345097,0.383249562632349,611.625,0.568870520282067,0,0,0.523638232271326,0.829749103942652,0.776881720430108,0.187855787476281,0.172631578947368,0.0198507137052346,0.217395406278737,0.333530645408202,625.125,0.579531211030092,0
"Nyctimene malaitensis",0,0.570914696813977,0.640681003584229,0.764336917562724,0.299810246679317,0.171504424778761,0.0645976968967334,0.161733413026481,0.355470720409604,609.875,0.568935716160062,0,0,0.515930113052415,0.752688172043011,0.757168458781362,0.230550284629981,0.173026315789474,0.0276172783431775,0.234418582945403,0.293625267768936,607.5,0.564084257126692,0
"Hipposideros sumbae",0,0.873586844809866,0.590501792114695,0.646953405017921,0.165085388994307,0.126725663716814,0.0735969562394599,0.244615399015143,0.45494819490487,601.25,0.569031857734198,0,0,0.846351490236382,0.583333333333333,0.621863799283154,0.247628083491461,0.129473684210526,0.0538985052050036,0.321340631153033,0.284547147147966,607.375,0.574794176586083,0
"Scotophilus borbonicus",0,0.618191161356629,0.623655913978495,0.719534050179211,0.314990512333966,0.16716814159292,0.0680021970384114,0.189767133411462,0.346942809103285,608.125,0.569092909462075,0,0,0.606372045220966,0.502688172043011,0.635304659498208,0.302656546489564,0.166315789473684,0.0773491729211442,0.314783133431508,0.261002391862811,544.75,0.511755355812937,0
"Pipistrellus aero",0,NA,0.604838709677419,0.772401433691756,0.330170777988615,NA,0.0716148754031953,0.155532096385989,0.338798139178436,628.333333333333,0.56913697378593,0,0,NA,0.538530465949821,0.731182795698925,0.399430740037951,NA,0.0674307661900377,0.258305684041593,0.216300360380868,612.666666666667,0.556381333895565,0
"Dobsonia inermis",0,0.485611510791367,0.618279569892473,0.696236559139785,0.477229601518027,0.176991150442478,0.0686748223637076,0.206135219976907,0.270060085427285,610.625,0.569339310335413,0,0,0.439362795477903,0.728494623655914,0.71415770609319,0.362428842504744,0.177105263157895,0.0305350840117024,0.268292039402511,0.238184501388002,604.875,0.561110991932938,0
"Pteronotus pristinus",0,NA,0.67831541218638,0.462365591397849,NA,NA,0.0598871428021099,0.452833323813004,NA,636.5,0.570340501792115,0,0,NA,0.896953405017921,0.375448028673835,NA,NA,0.0157816122126571,0.556669312531534,NA,710,0.636200716845878,0
"Dobsonia praedatrix",0,0.508221993833505,0.597670250896057,0.689964157706093,0.485768500948767,0.175663716814159,0.0723719940240127,0.210600475004121,0.267441098300949,610.875,0.570406225846105,0,0,0.539054470709147,0.696236559139785,0.577060931899642,0.364326375711575,0.171578947368421,0.0354460849463281,0.364571972243659,0.237817055801908,582.375,0.544169584365037,0
"Myotis alcathoe",0,NA,0.67831541218638,0.46326164874552,NA,NA,0.0598871428021099,0.45264212541119,NA,637,0.57078853046595,0,0,NA,0.896953405017921,0.372759856630824,NA,NA,0.0157816122126571,0.557065626017054,NA,708.5,0.634856630824373,0
"Glauconycteris alboguttata",0,0.264131551901336,0.504480286738351,0.725806451612903,0.790322580645161,0.194778761061947,0.105932236517008,0.185172160340664,0.164477892761189,615.75,0.571185217724438,0,0,0.297019527235355,0.467741935483871,0.864695340501792,0.980075901328273,0.189342105263158,0.0861907683403867,0.149587431415772,0.0213529569781241,702.25,0.652383176137323,0
"Kerivoula africana",0,NA,0.660394265232975,0.482078853046595,NA,NA,0.0617913485029703,0.43988227756335,NA,637.5,0.571236559139785,0,0,NA,0.882616487455197,0.395161290322581,NA,NA,0.0162720727235083,0.552641448993062,NA,713,0.638888888888889,0
"Plecotus kolombatovici",0,0.218396711202467,0.772401433691756,0.470430107526882,0.828273244781784,0.205044247787611,0.040633031168301,0.450390823235864,0.144644162146895,618.125,0.572375374300722,0,0,0.198355601233299,0.970430107526882,0.378136200716846,0.99146110056926,0.2075,0.00924937915822588,0.556630469781188,0.00439072619243391,685.75,0.634595752511572,0
"Nyctophilus timoriensis",0,0.535971223021583,0.488351254480287,0.619175627240143,0.646110056925996,0.173893805309735,0.11897770262257,0.270389552569559,0.209205730931824,609.625,0.572402040417002,0,0,0.496916752312436,0.474910394265233,0.523297491039427,0.527514231499051,0.173815789473684,0.0844914648911082,0.415405253443104,0.168790944553634,538.375,0.505659717279037,0
"Pipistrellus papuanus",0,0.301644398766701,0.733870967741935,0.824372759856631,0.429791271347249,0.189646017699115,0.0495186027333675,0.121460527473577,0.283039021696889,621.375,0.572419849428129,0,0,0.300102774922919,0.720430107526882,0.789426523297491,0.649905123339658,0.189210526315789,0.0315015336183068,0.20404122230415,0.138920999075801,665.5,0.614966132271737,0
"Nyctophilus howensis",0,NA,0.67831541218638,0.466845878136201,NA,NA,0.0598871428021099,0.452407207076151,NA,639,0.57258064516129,0,0,NA,0.896953405017921,0.367383512544803,NA,NA,0.0157816122126571,0.557818657520803,NA,705.5,0.632168458781362,0
"Coleura seychellensis",0,NA,0.612903225806452,0.639784946236559,0.46584440227704,NA,0.069895882724401,0.250089866051778,0.272923293559227,629.666666666667,0.572844191440017,0,0,NA,0.544802867383513,0.579749103942652,0.44876660341556,NA,0.0660280411968935,0.361193399881744,0.194456249274457,576,0.524439524913908,0
"Tadarida lobata",0,0.701952723535457,0.588709677419355,0.53494623655914,0.469639468690702,0.145663716814159,0.0744588497508729,0.386532569461222,0.272055588824773,608,0.573812026551163,0,0,0.705549845837616,0.514336917562724,0.539426523297491,0.5426944971537,0.146973684210526,0.0755758084773231,0.401079277310061,0.164079333278679,608.625,0.575501945962883,0
