"Sp","Betacov.2021","R.Alb.2021","R.Dal1.2021","R.Far1.2021","R.Po2.2021","R.Po3.2021","Rank.2021","PropRank.2021","InSample.2021","Betacov.2020","R.Alb.2020","R.Dal1.2020","R.Far1.2020","R.Po2.2020","R.Po3.2020","Rank.2020","PropRank.2020","InSample.2020"
"Myotis austroriparius",0,0.114513822688275,0.228395061728395,0.546703296703297,1,1,375.3,0.577922436223993,1,0,0.108913250714967,0.176760563380282,0.609859154929577,1,1,366.1,0.579106593804965,1
"Dasyprocta leporina",0,0.723307912297426,0.174897119341564,0.384615384615385,1,0.609668755595345,811.2,0.578497834369944,1,0,0.738679694947569,0.233098591549296,0.454929577464789,1,0.586715867158672,835.8,0.602684746224065,1
"Equus burchellii",0,NA,0.599451303155007,0.245879120879121,1,0.46911369740376,287.75,0.578611030359472,1,0,NA,0.533802816901408,0.27887323943662,1,0.437269372693727,271.75,0.562486357257939,1
"Lasiurus borealis",0,0.14335081029552,0.228395061728395,0.521978021978022,1,1,395.9,0.578744778800387,1,0,0.148474737845567,0.176760563380282,0.547887323943662,1,1,390.5,0.574624525033902,1
"Myotis grisescens",0,0.116658722592946,0.228395061728395,0.550824175824176,1,1,377.7,0.579175592029103,1,0,0.11487130600572,0.176760563380282,0.530985915492958,1,1,359.9,0.564523556975792,1
"Microtus californicus",0,0.597473784556721,0.560356652949246,0.269230769230769,1,0.46911369740376,729.3,0.579234980828099,1,0,0.564346997140133,0.496478873239437,0.246478873239437,1,0.437269372693727,681.1,0.548914823262547,1
"Oligoryzomys nigripes",0,0.60664918970448,0.588477366255144,0.23489010989011,1,0.46911369740376,736.1,0.579826072650699,1,0,0.607244995233556,0.519718309859155,0.230985915492958,1,0.437269372693727,718.2,0.559043718655879,1
"Alouatta caraya",0,0.771091515729266,0.174897119341564,0.34478021978022,1,0.609668755595345,845.5,0.580087522089279,1,0,0.812559580552908,0.233098591549296,0.411267605633803,1,0.586715867158672,891.6,0.608728328978936,1
"Rhombomys opimus",0,0.503455672068637,0.731138545953361,0.480769230769231,NA,0.609668755595345,834,0.581258051096643,1,0,0.475929456625357,0.722535211267606,0.392957746478873,NA,0.586715867158672,776.75,0.544534570382627,1
"Connochaetes gnou",0,0.504766444232603,0.843621399176955,0.370879120879121,NA,0.609668755595345,835.875,0.582233929971006,1,0,0.499046711153479,0.838028169014085,0.412676056338028,NA,0.586715867158672,825,0.584116700916066,1
"Myotis evotis",0,0.115943755958055,0.228395061728395,0.570054945054945,1,1,379.9,0.582878752548279,1,0,0.107006673021926,0.176760563380282,0.519718309859155,1,1,351.7,0.560697109252272,1
"Cercopithecus nictitans",0,0.473784556720686,0.882716049382716,0.369505494505495,NA,0.609668755595345,810.25,0.58391871405106,1,0,0.529909437559581,0.883802816901408,0.477464788732394,NA,0.586715867158672,877,0.619473227588014,1
"Histiotus montanus",0,0.0782888465204957,0.228395061728395,0.614010989010989,1,1,354.7,0.584138979451976,1,0,0.0751906577693041,0.176760563380282,0.626760563380282,1,1,340.2,0.575742356905974,1
"Ovis dalli",0,0.614752144899905,0.556927297668038,0.28021978021978,1,0.46911369740376,744.9,0.584202584038297,1,0,0.610581506196378,0.498591549295775,0.283098591549296,1,0.437269372693727,725.4,0.565908203947035,1
"Callithrix jacchus",0,0.955195424213537,0.839506172839506,0.159340659340659,NA,0.383169203222919,1237.5,0.584302864904155,1,0,0.945662535748332,0.833802816901408,0.18169014084507,NA,0.346863468634686,1219.25,0.577004740532374,1
"Lasiurus blossevillii",0,0.0562440419447092,0.228395061728395,0.637362637362637,1,1,339.6,0.584400348207148,1,0,0.0555290753098189,0.176760563380282,0.577464788732394,1,1,316.7,0.561950885484499,1
"Nycticeius humeralis",0,0.130123927550048,0.228395061728395,0.56456043956044,1,1,391,0.584615885767776,1,0,0.137988560533842,0.176760563380282,0.576056338028169,1,1,385.7,0.578161092388458,1
"Peromyscus truei",0,0.619161105815062,0.560356652949246,0.278846153846154,1,0.46911369740376,748.9,0.585495522002844,1,0,0.566491897044805,0.496478873239437,0.257746478873239,1,0.437269372693727,684.5,0.551597324370242,1
"Lasiurus ega",0,0.0589847473784557,0.228395061728395,0.641483516483517,1,1,342.5,0.585772665118073,1,0,0.0545757864632984,0.176760563380282,0.52112676056338,1,1,307.9,0.550492622081392,1
"Eumops perotis",0,0.167063870352717,0.228395061728395,0.538461538461538,1,1,418.2,0.58678409410853,1,0,0.16384652049571,0.176760563380282,0.554929577464789,1,1,404.4,0.579107332268156,1
"Lasiurus xanthinus",0,0.0772163965681602,0.228395061728395,0.629120879120879,1,1,356,0.586946467483487,1,0,0.0940181124880839,0.176760563380282,0.601408450704225,1,1,352.4,0.574437425314518,1
"Pipistrellus hesperus",0,0.0816253574833175,0.228395061728395,0.625,1,1,359.1,0.587004083842342,1,0,0.0930648236415634,0.176760563380282,0.546478873239437,1,1,343.8,0.563260852052256,1
"Artibeus fimbriatus",0,0.190181124880839,0.228395061728395,0.517857142857143,1,1,434.6,0.587286665893275,1,0,0.189942802669209,0.176760563380282,0.523943661971831,1,1,421.9,0.578129405604264,1
"Lasiurus seminolus",0,0.147998093422307,0.228395061728395,0.568681318681319,1,1,406.6,0.589014894766404,1,0,0.151096282173499,0.176760563380282,0.653521126760563,1,1,407.7,0.596275594462869,1
"Nycteris thebaica",0,0.0798379408960915,0.228395061728395,0.638736263736264,1,1,359.6,0.58939385327215,1,0,0.0831744518589133,0.176760563380282,0.830985915492958,1,1,375.9,0.618184186146431,1
"Myotis leibii",0,0.139537654909438,0.228395061728395,0.57967032967033,1,1,401.1,0.589520609261633,1,0,0.145495710200191,0.176760563380282,0.533802816901408,1,1,386,0.571211818096376,1
"Hylobates lar",0,0.335557673975214,0.953360768175583,0.461538461538462,NA,0.609668755595345,694.875,0.590031414821151,1,0,0.400500476644423,0.950704225352113,0.466197183098592,NA,0.586715867158672,751.125,0.60102943806345,1
"Spermophilus beecheyi",0,0.967349857006673,0.459533607681756,0.145604395604396,1,0.383169203222919,997.4,0.591131412703149,1,0,0.986415633937083,0.38169014084507,0.159154929577465,1,0.346863468634686,996.8,0.574824834598861,1
"Philetor brachypterus",0,0.0302669208770257,0.228395061728395,0.699175824175824,1,1,326.8,0.591567561356249,1,0,0.0378932316491897,0.176760563380282,0.632394366197183,1,1,309.7,0.569409632245331,1
"Trichosurus vulpecula",0,NA,0.707818930041152,0.457417582417582,NA,0.609668755595345,396.5,0.59163508935136,1,0,NA,0.694366197183099,0.440845070422535,NA,0.586715867158672,374.666666666667,0.573975711588102,1
"Lasiurus intermedius",0,0.0741182078169685,0.228395061728395,0.666208791208791,1,1,358.8,0.593744412150831,1,0,0.0756673021925643,0.176760563380282,0.670422535211268,1,1,346.8,0.584570080156823,1
"Leptonycteris nivalis",0,0.197449952335558,0.228395061728395,0.543956043956044,1,1,444.5,0.593960211603999,1,0,0.203050524308866,0.176760563380282,0.707042253521127,1,1,458.9,0.617370668242055,1
"Antrozous pallidus",0,0.0738798856053384,0.228395061728395,0.674450549450549,1,1,359.8,0.595345099356857,1,0,0.0828169685414681,0.176760563380282,0.545070422535211,1,1,335,0.560929590891392,1
"Hipposideros cineraceus",0,0.0117969494756911,0.42798353909465,0.537087912087912,1,1,316.8,0.595373680131651,1,0,0.0166825548141087,0.35,0.738028169014085,1,1,331.5,0.620942144765639,1
"Scotophilus nigrita",0,0.0367016205910391,0.42798353909465,0.520604395604396,1,1,335.3,0.597057911058017,1,0,0.0396806482364156,0.35,0.543661971830986,1,1,323.2,0.58666852401348,1
"Tragelaphus scriptus",0,0.265133460438513,0.665294924554184,0.446428571428571,1,0.609668755595345,507.2,0.597305142403323,1,0,0.279313632030505,0.649295774647887,0.469014084507042,1,0.586715867158672,511.4,0.596867871668821,1
"Cystophora cristata",0,0.647878932316492,0.788751714677641,0.347527472527473,NA,0.609668755595345,971.75,0.598456718779237,1,0,0.672187797902765,0.78169014084507,0.350704225352113,NA,0.586715867158672,985.625,0.597824507814655,1
"Histiotus velatus",0,0.0912774070543375,0.228395061728395,0.678571428571429,1,1,375,0.599648779470832,1,0,0.0840085795996187,0.176760563380282,0.673239436619718,1,1,354.2,0.586801715919924,1
"Lynx rufus",0,0.525262154432793,0.453360768175583,0.418956043956044,1,0.609668755595345,690.6,0.601449544431953,1,0,0.560414680648236,0.376760563380282,0.473239436619718,1,0.586715867158672,709.2,0.599426109561382,1
"Corynorhinus townsendii",0,0.0928265014299333,0.228395061728395,0.688186813186813,1,1,377.7,0.601881675269028,1,0,0.108913250714967,0.176760563380282,0.6,1,1,364.7,0.57713476281905,1
"Euderma maculatum",0,0.115467111534795,0.228395061728395,0.67032967032967,1,1,394.1,0.602838368718572,1,0,0.116658722592946,0.176760563380282,0.584507042253521,1,1,369,0.57558526564535,1
"Sylvilagus brasiliensis",0,0.633698760724499,0.666666666666667,0.252747252747253,1,0.46911369740376,772.8,0.604445275508436,1,0,0.614275500476644,0.647887323943662,0.288732394366197,1,0.437269372693727,750.5,0.597632918296046,1
"Trachypithecus cristatus",0,0.384532888465205,0.654320987654321,0.383241758241758,1,0.609668755595345,596.6,0.606352877991326,1,0,0.442445185891325,0.636619718309859,0.41830985915493,1,0.586715867158672,639.3,0.616818126102957,1
"Lobodon carcinophaga",0,0.655624404194471,0.788751714677641,0.372252747252747,NA,0.609668755595345,984.375,0.606574405430051,1,0,0.720924690181125,0.78169014084507,0.426760563380282,NA,0.586715867158672,1050.25,0.629022815391287,1
"Rhinolophus coelophyllus",0,0.0194232602478551,0.526063100137174,0.495879120879121,1,1,331.5,0.60827309625283,1,0,0.023117254528122,0.452112676056338,0.490140845070423,1,1,316.2,0.593074155130976,1
"Myotis macrodactylus",0,0.0544566253574833,0.42798353909465,0.561813186813187,1,1,356.2,0.608850670253064,1,0,0.0483794089609152,0.35,0.522535211267606,1,1,327.5,0.584182924045704,1
"Lasionycteris noctivagans",0,0.126072449952336,0.228395061728395,0.697802197802198,1,1,407,0.610453941896586,1,0,0.135009532888465,0.176760563380282,0.646478873239437,1,1,393.2,0.591649793901637,1
"Otomys tropicalis",0,0.343064823641563,0.705075445816187,0.399725274725275,1,0.609668755595345,571.6,0.611506859955674,1,0,0.313512869399428,0.691549295774648,0.435211267605634,1,0.586715867158672,541.3,0.605397859987676,1
"Ammospermophilus nelsoni",0,0.886320305052431,0.174897119341564,0.388736263736264,1,0.609668755595345,948.6,0.611924488745121,1,0,0.86606291706387,0.233098591549296,0.443661971830986,1,0.586715867158672,941.1,0.625907869520565,1
"Lepus europaeus",0,0.390610104861773,0.98079561042524,0.468406593406593,NA,0.609668755595345,758.875,0.612370266072238,1,0,0.385486177311725,0.980281690140845,0.363380281690141,NA,0.586715867158672,722.375,0.578966004075346,1
"Nyctalus plancyi",0,0.0257387988560534,0.526063100137174,0.519230769230769,1,1,340.2,0.614206533644799,1,0,0.0177550047664442,0.452112676056338,0.592957746478873,1,1,326.3,0.612565085460331,1
"Micronycteris megalotis",0,0.166229742612011,0.228395061728395,0.677197802197802,1,1,437.7,0.614364521307642,1,0,0.160867492850334,0.176760563380282,0.659154929577465,1,1,416.7,0.599356597161616,1
"Tylonycteris robustula",0,0.00333651096282174,0.526063100137174,0.542582417582418,1,1,324.8,0.614396405736483,1,0,0.00548141086749285,0.452112676056338,0.512676056338028,1,1,304.6,0.594054028652372,1
"Rhinolophus simulator",0,0.05767397521449,0.526063100137174,0.497252747252747,1,1,363.8,0.616197964520882,1,0,0.0458770257387989,0.452112676056338,0.491549295774648,1,1,335.5,0.597907799513957,1
"Mesocricetus auratus",0,0.704122974261201,0.795610425240055,0.199175824175824,1,0.383169203222919,833.3,0.61641568538,1,0,0.669566253574833,0.788732394366197,0.198591549295775,1,0.346863468634686,794.3,0.600750733174298,1
"Chlorocebus pygerythrus",0,0.435772163965682,0.96159122085048,0.462912087912088,NA,0.609668755595345,801.75,0.617486057080899,1,0,0.461987607244995,0.959154929577465,0.432394366197183,NA,0.586715867158672,811.125,0.610063192544579,1
"Scotophilus nux",0,0.0333651096282174,0.526063100137174,0.528846153846154,1,1,348,0.617654872722309,1,0,0.0490943755958055,0.452112676056338,0.51830985915493,1,1,342,0.603903382161415,1
"Pan paniscus",0,0.585438512869399,0.916323731138546,0.362637362637363,NA,0.609668755595345,932.25,0.618517090560163,1,0,0.616182078169685,0.912676056338028,0.4,NA,0.586715867158672,958.875,0.628893500416596,1
"Glossophaga commissarisi",0,0.156696854146806,0.636488340192044,0.681318681318681,NA,1,544,0.618625968914383,1,0,0.167897998093422,0.614084507042253,0.847887323943662,NA,1,571.125,0.657467457269834,1
"Alouatta palliata",0,0.709127740705434,0.317558299039781,0.458791208791209,1,0.609668755595345,830.9,0.619029200826354,1,0,0.799451858913251,0.302112676056338,0.376056338028169,1,0.586715867158672,885.4,0.612867348031286,1
"Nyctinomops macrotis",0,0.176000953288847,0.228395061728395,0.692307692307692,1,1,448.1,0.619340741464987,1,0,0.1732602478551,0.176760563380282,0.702816901408451,1,1,433.3,0.610567542528766,1
"Oreamnos americanus",0,0.671711153479504,0.718792866941015,0.479395604395604,NA,0.609668755595345,1008,0.619892095102867,1,0,0.672187797902765,0.707042253521127,0.467605633802817,NA,0.586715867158672,993.125,0.608387888096345,1
"Leopardus geoffroyi",0,0.564942802669209,0.941015089163237,0.366758241758242,NA,0.609668755595345,916,0.620596222296508,1,0,0.575309818875119,0.938028169014084,0.436619718309859,NA,0.586715867158672,927,0.634168393339434,1
"Zygodontomys brevicauda",0,0.542778836987607,0.478052126200274,0.472527472527473,1,0.609668755595345,716.7,0.62060543826214,1,0,0.541468064823642,0.406338028169014,0.452112676056338,1,0.586715867158672,694.5,0.597326927241533,1
"Pagophilus groenlandicus",0,0.630958055290753,0.788751714677641,0.45467032967033,NA,0.609668755595345,973.5,0.621012213808517,1,0,0.666706387035272,0.78169014084507,0.354929577464789,NA,0.586715867158672,980.625,0.597510493125951,1
"Alouatta pigra",0,0.820066730219256,0.317558299039781,0.358516483516484,1,0.609668755595345,909.4,0.621162053674173,1,0,0.830433746425167,0.302112676056338,0.398591549295775,1,0.586715867158672,914.6,0.62357076778719,1
"Calomys callosus",0,0.662774070543375,0.792866941015089,0.421703296703297,NA,0.609668755595345,1001.625,0.621753265964276,1,0,0.689704480457579,0.785915492957746,0.402816901408451,NA,0.586715867158672,1014,0.616288185495612,1
"Eumetopias jubatus",0,0.655624404194471,0.753086419753086,0.46978021978022,NA,0.609668755595345,995.625,0.62203994983078,1,0,0.710795996186845,0.745070422535211,0.43943661971831,NA,0.586715867158672,1035.375,0.620504726399759,1
"Saccolaimus saccolaimus",0,0.0657769304099142,0.228395061728395,0.822802197802198,1,1,374.6,0.623394837988101,1,0,0.0731649189704481,0.176760563380282,0.792957746478873,1,1,362.1,0.608576645765921,1
"Murina aurata",0,0.017397521448999,0.42798353909465,0.673076923076923,1,1,341.3,0.623691596724114,1,0,0.0189466158245949,0.35,0.557746478873239,1,1,307.8,0.585338618939567,1
"Carollia subrufa",0,0.195662535748332,0.636488340192044,0.664835164835165,NA,1,581.875,0.624246510193885,1,0,0.200428979980934,0.614084507042253,0.516901408450704,NA,1,546.5,0.582853723868473,1
"Eumops patagonicus",0,0.200071496663489,0.228395061728395,0.696428571428571,1,1,468.9,0.624979025964091,1,0,0.199356530028599,0.176760563380282,0.704225352112676,1,1,455.4,0.616068489104311,1
"Ursus arctos",0,0.264418493803622,0.636488340192044,0.600274725274725,NA,1,642.25,0.625295389817598,1,0,0.255243088655863,0.614084507042253,0.907042253521127,NA,1,673.25,0.694092462304811,1
"Heteromys anomalus",0,0.723307912297426,0.478052126200274,0.315934065934066,1,0.609668755595345,845.4,0.625392572005422,1,0,0.818398474737846,0.406338028169014,0.425352112676056,1,0.586715867158672,923.1,0.647360896548318,1
"Myotis longipes",0,0.0683984747378456,0.526063100137174,0.532967032967033,1,1,378,0.625485721568411,1,0,0.0667302192564347,0.452112676056338,0.561971830985916,1,1,363,0.616162945259738,1
"Capra ibex",0,0.573164918970448,0.838134430727023,0.482142857142857,NA,0.609668755595345,926.875,0.625777740608918,1,0,0.5767397521449,0.832394366197183,0.404225352112676,NA,0.586715867158672,904,0.600018834403358,1
"Oryzomys laticeps",0,NA,0.478052126200274,0.416208791208791,1,0.609668755595345,316.25,0.625982418251103,1,0,NA,0.406338028169014,0.459154929577465,1,0.586715867158672,301.375,0.613052206226288,1
"Sciurus griseus",0,0.901692087702574,0.661179698216735,0.332417582417582,NA,0.609668755595345,1212,0.626239530983059,1,0,0.920519542421354,0.643661971830986,0.470422535211268,NA,0.586715867158672,1242.875,0.65532997915557,1
"Molossops neglectus",0,0.19161105815062,0.228395061728395,0.712912087912088,1,1,464.2,0.626583641558221,1,0,0.184103908484271,0.176760563380282,0.764788732394366,1,1,451.2,0.625130640851784,1
"Tamiasciurus hudsonicus",0,0.835795996186845,0.602194787379973,0.228021978021978,1,0.46911369740376,929.4,0.627025291798511,1,0,0.881553860819828,0.536619718309859,0.276056338028169,1,0.437269372693727,957.2,0.626299857970317,1
"Diphylla ecaudata",0,0.157769304099142,0.228395061728395,0.751373626373626,1,1,441.4,0.627507598440233,1,0,0.164918970448046,0.176760563380282,0.711267605633803,1,1,427.5,0.610589427892426,1
"Myotis capaccinii",0,0.0406339370829361,0.526063100137174,0.571428571428571,1,1,360.3,0.627625121729736,1,0,0.0297902764537655,0.452112676056338,0.598591549295775,1,1,337.2,0.616098900361176,1
"Rhinolophus megaphyllus",0,0.118446139180172,0.526063100137174,0.5,1,1,415.2,0.628901847863469,1,0,0.0882983794089609,0.452112676056338,0.488732394366197,1,1,370.7,0.605828689966299,1
"Vespadelus pumilus",0,0.139180171591992,0.42798353909465,0.578296703296703,1,1,429.7,0.629092082796669,1,0,0.140133460438513,0.35,0.657746478873239,1,1,423.7,0.62957598786235,1
"Pipistrellus inexspectatus",0,0.0434938036224976,0.526063100137174,0.576923076923077,1,1,363.5,0.62929599613655,1,0,0.0504051477597712,0.452112676056338,0.564788732394366,1,1,349.7,0.613461311242095,1
"Spermophilus tridecemlineatus",0,0.970686367969495,0.107681755829904,0.460164835164835,1,0.609668755595345,1020,0.629640342911916,1,0,0.982364156339371,0.0964788732394366,0.438028169014085,1,0.586715867158672,1018.5,0.620717413150313,1
"Syconycteris australis",0,0.0938989513822688,0.742112482853224,0.684065934065934,NA,1,497.875,0.630019342075357,1,0,0.112607244995234,0.733802816901408,0.654929577464789,NA,1,500.125,0.625334909840358,1
"Eumops auripendulus",0,0.176715919923737,0.228395061728395,0.747252747252747,1,1,456.7,0.630472745780976,1,0,0.177430886558627,0.176760563380282,0.747887323943662,1,1,443.2,0.620415754776514,1
"Myotis macropus",0,0.0731649189704481,0.526063100137174,0.556318681318681,1,1,385.4,0.631109340085261,1,0,0.0835319351763584,0.452112676056338,0.580281690140845,1,1,379.7,0.623185260274708,1
"Tolypeutes matacus",0,0.921353670162059,0.174897119341564,0.451923076923077,1,0.609668755595345,987.2,0.631568524404409,1,0,0.860819828408008,0.233098591549296,0.445070422535211,1,0.586715867158672,936.9,0.625140941930237,1
"Myotis brandtii",0,0.0309818875119161,0.526063100137174,0.603021978021978,1,1,356.8,0.632013393134214,1,0,0.0207340324118208,0.452112676056338,0.536619718309859,1,1,320.8,0.601893285355604,1
"Macaca fuscata",0,0.664561487130601,0.798353909465021,0.456043956043956,NA,0.609668755595345,1010.75,0.63215702705873,1,0,0.618446139180172,0.791549295774648,0.471830985915493,NA,0.586715867158672,952.5,0.617135572007246,1
"Mellivora capensis",0,0.228670162059104,0.228395061728395,0.706043956043956,1,1,494.3,0.632621835966291,1,0,0.22199714013346,0.176760563380282,0.652112676056338,1,1,467,0.610174075914016,1
"Rhinolophus capensis",0,0.148951382268827,0.526063100137174,0.489010989010989,1,1,439.2,0.632805094283398,1,0,0.113322211630124,0.452112676056338,0.487323943661972,1,1,391.5,0.610551766269687,1
"Ateles geoffroyi",0,0.73117254528122,0.840877914951989,0.351648351648352,NA,0.609668755595345,1069.375,0.633341891869226,1,0,0.815657769304099,0.835211267605634,0.480281690140845,NA,0.586715867158672,1168.625,0.679466648552312,1
"Diaemus youngi",0,0.184461391801716,0.228395061728395,0.758241758241758,1,1,464.8,0.634219642354374,1,0,0.191015252621544,0.176760563380282,0.791549295774648,1,1,460.8,0.631865022355295,1
"Caluromys philander",0,NA,0.478052126200274,0.449175824175824,1,0.609668755595345,322.25,0.634224176492861,1,0,NA,0.406338028169014,0.474647887323944,1,0.586715867158672,304.125,0.616925445662907,1
"Leptonycteris curasoae",0,0.178503336510963,0.228395061728395,0.767857142857143,1,1,461.2,0.6349511082193,1,0,0.177430886558627,0.176760563380282,0.76056338028169,1,1,445,0.62295096604412,1
"Platyrrhinus lineatus",0,0.168851286939943,0.228395061728395,0.781593406593407,1,1,455.1,0.635767951052349,1,0,0.167302192564347,0.176760563380282,0.7,1,1,427.9,0.608812551188926,1
"Ovibos moschatus",0,0.604623450905624,0.938271604938272,0.392857142857143,NA,0.609668755595345,961.875,0.636355238574096,1,0,0.594018112488084,0.935211267605634,0.483098591549296,NA,0.586715867158672,954.375,0.649760959700421,1
"Myotis davidii",0,0.0761439466158246,0.526063100137174,0.583791208791209,1,1,391.9,0.637199651108841,1,0,0.0784080076263108,0.452112676056338,0.529577464788732,1,1,368.2,0.612019629694276,1
"Glossophaga longirostris",0,0.176000953288847,0.228395061728395,0.784340659340659,1,1,461.5,0.63774733487158,1,0,0.181839847473785,0.176760563380282,0.583098591549296,1,1,423.5,0.588339800480672,1
"Sturnira ludovici",0,0.188393708293613,0.636488340192044,0.729395604395604,NA,1,586,0.638569413220315,1,0,0.192445185891325,0.614084507042253,0.78169014084507,NA,1,585.125,0.647054958444662,1
"Bison bonasus",0,0.645257387988561,0.823045267489712,0.476648351648352,NA,0.609668755595345,998.75,0.638654940680492,1,0,0.651334604385129,0.816901408450704,0.461971830985915,NA,0.586715867158672,989.75,0.629230927745105,1
"Vespadelus regulus",0,0.145734032411821,0.526063100137174,0.524725274725275,1,1,441.7,0.639304481454854,1,0,0.141444232602479,0.452112676056338,0.629577464788732,1,1,435.3,0.64462687468951,1
"Otocyon megalotis",0,0.288965681601525,0.228395061728395,0.686813186813187,1,1,542.1,0.640834786028621,1,0,0.281935176358437,0.176760563380282,0.749295774647887,1,1,531.1,0.641598302877321,1
"Vulpes corsac",0,0.277287893231649,0.228395061728395,0.703296703296703,1,1,534.7,0.64179593165135,1,0,0.268469971401335,0.176760563380282,0.715492957746479,1,1,515,0.632144698505619,1
"Diclidurus albus",0,0.213060057197331,0.228395061728395,0.78021978021978,1,1,492,0.644334979829101,1,0,0.218303145853194,0.176760563380282,0.850704225352113,1,1,492.1,0.649153586917118,1
"Lepus timidus",0,0.480815061963775,0.754458161865569,0.377747252747253,1,0.609668755595345,691.2,0.644537846434388,1,0,0.471163012392755,0.746478873239437,0.428169014084507,1,0.586715867158672,680.4,0.646505353375074,1
"Oryzomys megacephalus",0,NA,0.595336076817558,0.373626373626374,1,0.609668755595345,329.875,0.644657801509819,1,0,NA,0.532394366197183,0.414084507042254,1,0.586715867158672,315.75,0.633298685099527,1
"Chalinolobus gouldii",0,0.10498093422307,0.526063100137174,0.593406593406593,1,1,417.5,0.644890125553367,1,0,0.110104861773117,0.452112676056338,0.656338028169014,1,1,412.8,0.643711113199694,1
"Nyctalus lasiopterus",0,0.0421830314585319,0.526063100137174,0.656593406593407,1,1,374,0.644967907637823,1,0,0.0349142040038132,0.452112676056338,0.605633802816901,1,1,342.5,0.618532136575411,1
"Lycalopex vetulus",0,0.452335557673975,0.228395061728395,0.549450549450549,1,1,659.2,0.646036233770584,1,0,0.458293612964728,0.176760563380282,0.645070422535211,1,1,664.3,0.656024919776044,1
"Glauconycteris argentata",0,0.0369399428026692,0.912894375857339,0.634615384615385,NA,1,460.25,0.646112425818848,1,0,0.0452812202097235,0.909154929577465,0.642253521126761,NA,1,458.375,0.649172417728487,1
"Sturnira erythromos",0,0.168851286939943,0.526063100137174,0.54532967032967,1,1,464.1,0.648048811481357,1,0,0.171830314585319,0.452112676056338,0.774647887323944,1,1,481.4,0.67971817559312,1
"Chrotopterus auritus",0,0.188393708293613,0.228395061728395,0.828296703296703,1,1,478.3,0.649017094663742,1,0,0.196973307912297,0.176760563380282,0.801408450704225,1,1,467.2,0.635028464399361,1
"Chalinolobus morio",0,0.13512869399428,0.526063100137174,0.585164835164835,1,1,441.6,0.649271325859258,1,0,0.133579599618684,0.452112676056338,0.664788732394366,1,1,433.7,0.650096201613878,1
"Martes foina",0,0.23117254528122,0.228395061728395,0.804945054945055,1,1,510.8,0.652902532390934,1,0,0.179099142040038,0.176760563380282,0.763380281690141,1,1,446.8,0.623847997422092,1
"Hipposideros diadema",0,0.0207340324118208,0.526063100137174,0.721153846153846,1,1,365.4,0.653590195740568,1,0,0.0421830314585319,0.452112676056338,0.776056338028169,1,1,372.8,0.654070409108608,1
"Macrotus californicus",0,0.22104385128694,0.228395061728395,0.824175824175824,1,1,505.1,0.654722947438232,1,0,0.22199714013346,0.176760563380282,0.692957746478873,1,1,472.8,0.618343089998523,1
"Neotoma fuscipes",0,0.734985700667302,0.495884773662551,0.438186813186813,1,0.609668755595345,875.6,0.655745208622402,1,0,0.706625357483317,0.485211267605634,0.335211267605634,1,0.586715867158672,827.7,0.622752751970651,1
"Praomys jacksoni",0,0.288965681601525,0.42798353909465,0.563186813186813,1,1,553.2,0.656027206776598,1,0,0.286463298379409,0.35,0.714084507042254,1,1,554.5,0.670109561084333,1
"Canis aureus",0,0.153598665395615,0.742112482853224,0.732142857142857,NA,1,569.25,0.656963501347924,1,0,0.117969494756911,0.733802816901408,0.669014084507042,NA,1,508.25,0.630196599041341,1
"Glossophaga morenoi",0,0.192445185891325,0.228395061728395,0.866758241758242,1,1,487.3,0.657519697875592,1,0,0.200190657769304,0.176760563380282,0.674647887323944,1,1,451.9,0.610319821694706,1
"Myodes gapperi",0,0.659080076263108,0.936899862825789,0.424450549450549,NA,0.609668755595345,1024.5,0.657524811033698,1,0,0.612488083889418,0.933802816901408,0.340845070422535,NA,0.586715867158672,948.25,0.618462959593008,1
"Lophostoma silvicolum",0,0.163250714966635,0.772976680384088,0.700549450549451,NA,1,579.25,0.659194211475043,1,0,0.161344137273594,0.765492957746479,0.894366197183099,NA,1,599.375,0.705300823050793,1
"Sturnira tildae",0,0.169327931363203,0.42798353909465,0.707417582417582,1,1,473.8,0.660945810575087,1,0,0.175524308865586,0.35,0.759154929577465,1,1,467.8,0.65693584768861,1
"Erethizon dorsatum",0,0.852478551000953,0.401920438957476,0.440934065934066,1,0.609668755595345,960.9,0.661000362297568,1,0,0.83567683508103,0.32112676056338,0.416901408450704,1,0.586715867158672,924.3,0.632084174250757,1
"Saccolaimus flaviventris",0,0.234032411820782,0.228395061728395,0.843406593406593,1,1,518.8,0.661166813391154,1,0,0.243565300285987,0.176760563380282,0.833802816901408,1,1,510.9,0.650825736113535,1
"Falsistrellus mackenziei",0,0.140252621544328,0.526063100137174,0.642857142857143,1,1,454.3,0.661834572907729,1,0,0.140729265967588,0.452112676056338,0.690140845070423,1,1,443.3,0.65659655741887,1
"Lonchophylla robusta",0,0.179694947569113,0.772976680384088,0.695054945054945,NA,1,595.5,0.661931643252037,1,0,0.181839847473785,0.765492957746479,0.625352112676056,NA,1,573.125,0.64317122947408,1
"Vampyrodes caraccioli",0,0.155743565300286,0.772976680384088,0.726648351648352,NA,1,576.125,0.663842149333181,1,0,0.152287893231649,0.765492957746479,0.794366197183099,NA,1,572.125,0.678036762040307,1
"Vespadelus baverstocki",0,0.121663489037178,0.526063100137174,0.671703296703297,1,1,442.9,0.66388597717553,1,0,0.125,0.452112676056338,0.615492957746479,1,1,419.5,0.638521126760563,1
