"Sp","Betacov.2021","R.Alb.2021","R.Dal1.2021","R.Far1.2021","R.Po2.2021","R.Po3.2021","Rank.2021","PropRank.2021","InSample.2021","Betacov.2020","R.Alb.2020","R.Dal1.2020","R.Far1.2020","R.Po2.2020","R.Po3.2020","Rank.2020","PropRank.2020","InSample.2020"
"Syncerus caffer",0,0.265490943755958,0.62002743484225,0.0384615384615385,NA,0.273052820053715,436.625,0.299258184278365,1,0,0.285152526215443,0.598591549295775,0.0436619718309859,NA,0.227859778597786,444,0.288816456484997,1
"Megaerops ecaudatus",1,0.0300285986653956,0.362825788751715,0.509615384615385,NA,NA,253.833333333333,0.300823257344165,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mus cervicolor",1,0.272521448999047,0.621399176954732,0.225274725274725,NA,0.0895255147717099,452.625,0.302180216500054,1,1,0.264656816015253,0.711267605633803,0.252112676056338,NA,0.0802583025830258,459.5,0.327073850072105,1
"Rhinolophus stheno",1,0.00834127740705434,0.127572016460905,0.240384615384615,1,0.137869292748433,130.6,0.302833440400202,1,0,0.00667302192564347,0.452112676056338,0.485915492957746,1,1,301.8,0.588940238187946,1
"Epomops buettikoferi",1,0.0387273593898951,0.362825788751715,0.508241758241758,NA,NA,265.666666666667,0.303264968794456,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pipistrellus nathusii",1,0.0233555767397521,0.0603566529492455,0.302197802197802,1,0.137869292748433,142.4,0.304755864927047,1,1,0.0182316491897045,0.0873239436619718,0.311267605633803,1,0.1190036900369,139.4,0.307165377704476,1
"Rhinolophus clivosus",1,0.0402764537654909,0.127572016460905,0.21978021978022,1,0.137869292748433,154.4,0.30509959655101,1,1,0.0271687321258341,0.273943661971831,0.242253521126761,1,0.1190036900369,163.6,0.332473921052265,1
"Rhinolophus shameli",1,0.0219256434699714,0.127572016460905,0.239010989010989,1,0.137869292748433,141.8,0.30527558833806,1,0,0.0247855100095329,0.452112676056338,0.492957746478873,1,1,318,0.593971186508949,1
"Mormoops megalophylla",0,0.165157292659676,0.0480109739368999,0.391483516483516,0.313186813186813,0.609668755595345,287.8,0.30550147037245,1,0,0.164561487130601,0.0373239436619718,0.367605633802817,0.313186813186813,0.586715867158672,276.3,0.293878748988175,1
"Megaerops kusnotoi",1,0.0928265014299333,0.362825788751715,0.557692307692308,NA,0.210384959713518,294.375,0.305932389396869,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myotis dasycneme",1,0.0459961868446139,0.0603566529492455,0.298076923076923,1,0.137869292748433,160.8,0.308459811123843,1,1,0.0388465204957102,0.0873239436619718,0.328169014084507,1,0.1190036900369,159.1,0.314668633655818,1
"Myotis pequinius",1,0.0613679694947569,0.362825788751715,0.601648351648352,NA,0.210384959713518,269.375,0.309056767402085,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vulpes velox",0,0.544804575786463,0.326474622770919,0.0728021978021978,0.313186813186813,0.29632945389436,565.6,0.310719532688151,1,0,0.542183031458532,0.315492957746479,0.0563380281690141,0.313186813186813,0.252767527675277,552.3,0.295993671647223,1
"Nyctalus noctula",1,0.0434938036224976,0.0603566529492455,0.324175824175824,1,0.137869292748433,162.5,0.3131791146992,1,1,0.0302669208770257,0.0873239436619718,0.319718309859155,1,0.1190036900369,150.7,0.311262572887011,1
"Ptenochirus jagori",1,0.059580552907531,0.362825788751715,0.620879120879121,NA,0.210384959713518,271,0.313417605562971,1,1,0.0700667302192564,0.566197183098592,0.56056338028169,NA,0.174354243542435,297.125,0.342795384285493,1
"Cervus elaphus",0,0.26012869399428,0.676268861454047,0.0467032967032967,NA,0.273052820053715,442.75,0.314038418051335,1,0,0.257030505243089,0.661971830985915,0.0450704225352113,NA,0.227859778597786,426,0.2979831343405,1
"Macroglossus minimus",1,0.00786463298379409,0.0925925925925926,0.335164835164835,1,0.137869292748433,138.9,0.314698270697931,1,0,0.0109628217349857,0.35,0.559154929577465,1,1,301.3,0.58402355026249,1
"Sciurus niger",0,0.890967588179218,0.0377229080932785,0.146978021978022,0.115384615384615,0.383169203222919,823.7,0.314844467371611,1,0,0.878693994280267,0.0232394366197183,0.17887323943662,0.115384615384615,0.346863468634686,810,0.308610950871181,1
"Cynomops planirostris",0,0.189108674928503,0.0809327846364883,0.381868131868132,0.313186813186813,0.609668755595345,311.3,0.314953032043056,1,0,0.197569113441373,0.0619718309859155,0.37887323943662,0.313186813186813,0.586715867158672,309.1,0.307663372841879,1
"Dyacopterus spadiceus",1,0.0387273593898951,0.362825788751715,0.648351648351648,NA,0.210384959713518,254.125,0.315072439051694,1,1,0.0426596758817922,0.566197183098592,0.511267605633803,NA,0.174354243542435,259.625,0.323619677039156,1
"Ia io",1,0.0104861773117255,0.362825788751715,0.679945054945055,NA,0.210384959713518,230.25,0.315910495180503,1,1,0.0103670162059104,0.566197183098592,0.701408450704225,NA,0.174354243542435,259.5,0.363081723387791,1
"Scotophilus dinganii",1,0.0177550047664442,0.127572016460905,0.296703296703297,1,0.137869292748433,146.7,0.315979922135816,1,1,0.0238322211630124,0.273943661971831,0.3,1,0.1190036900369,169,0.343355914634349,1
"Pipistrellus coromandra",1,0.00512392755004766,0.127572016460905,0.311813186813187,1,0.137869292748433,138.3,0.316475684714515,1,0,0.00452812202097235,0.452112676056338,0.556338028169014,1,1,310,0.602595765249265,1
"Rhinolophus rex",1,0.090443279313632,0.127572016460905,0.232142857142857,1,0.137869292748433,198.3,0.317605489133166,1,1,0.0641086749285033,0.273943661971831,0.235211267605634,1,0.1190036900369,193.6,0.338453458908574,1
"Cynomops abrasus",0,0.182078169685415,0.0809327846364883,0.40521978021978,0.313186813186813,0.609668755595345,308.8,0.318217260664768,1,0,0.182316491897045,0.0619718309859155,0.345070422535211,0.313186813186813,0.586715867158672,291.5,0.297852285152731,1
"Vespertilio sinensis",1,0.055767397521449,0.0925925925925926,0.304945054945055,1,0.137869292748433,174.7,0.318234867561506,1,1,0.0474261201143947,0.122535211267606,0.323943661971831,1,0.1190036900369,170.7,0.322581736678146,1
"Sciurus carolinensis",0,0.886320305052431,0.308641975308642,0.0206043956043956,0.115384615384615,0.260519247985676,827.2,0.318294107867152,1,0,0.88465204957102,0.291549295774648,0.028169014084507,0.115384615384615,0.214944649446494,817.4,0.306939924852257,1
"Scotophilus leucogaster",1,0.0318160152526215,0.127572016460905,0.299450549450549,1,0.137869292748433,158.9,0.319341574782502,1,1,0.0437321258341277,0.273943661971831,0.336619718309859,1,0.1190036900369,190.9,0.354659839230544,1
"Pipistrellus kuhlii",1,0.0204957102001907,0.288065843621399,0.200549450549451,1,0.0895255147717099,153,0.31972730382855,1,1,0.0154909437559581,0.323943661971831,0.204225352112676,1,0.0802583025830258,151.3,0.324783652084698,1
"Rhinolophus pearsonii",1,0.00428979980934223,0.577503429355281,0.487637362637363,NA,0.210384959713518,227.875,0.319953887878876,1,1,0.00309818875119161,0.659154929577465,0.495774647887324,NA,0.174354243542435,231.875,0.333095502439604,1
"Myotis emarginatus",1,0.0266920877025739,0.127572016460905,0.31043956043956,1,0.137869292748433,156.2,0.320514591470295,1,1,0.0203765490943756,0.273943661971831,0.343661971830986,1,0.1190036900369,172.3,0.351397174586819,1
"Rhinolophus macrotis",1,0.00285986653956149,0.577503429355281,0.491758241758242,NA,0.210384959713518,227.125,0.320626624341651,1,1,0.00142993326978074,0.659154929577465,0.494366197183099,NA,0.174354243542435,229.875,0.332326325893195,1
"Megaloglossus woermanni",1,0.0378932316491897,0.127572016460905,0.300824175824176,1,0.137869292748433,164.2,0.320831743336541,1,1,0.0443279313632031,0.273943661971831,0.304225352112676,1,0.1190036900369,186.8,0.348300127096922,1
"Myotis horsfieldii",1,0.00357483317445186,0.127572016460905,0.336538461538462,1,0.137869292748433,140.6,0.32111092078445,1,0,0.00524308865586273,0.452112676056338,0.595774647887324,1,1,316.2,0.610626082519905,1
"Capreolus capreolus",0,0.264061010486177,0.66803840877915,0.0618131868131868,NA,0.29632945389436,451.375,0.322560514993218,1,0,0.252979027645377,0.650704225352113,0.0732394366197183,NA,0.252767527675277,428.125,0.307422554323121,1
"Neoromicia capensis",1,0.0225214489990467,0.127572016460905,0.328296703296703,1,0.137869292748433,155.3,0.323251892301018,1,1,0.0355100095328885,0.273943661971831,0.347887323943662,1,0.1190036900369,185.6,0.355268937097056,1
"Pteropus hypomelanus",0,0.0521925643469971,0.329218106995885,0.31456043956044,0.313186813186813,0.609668755595345,222.8,0.323765335937096,1,0,0.0593422306959009,0.312676056338028,0.31830985915493,0.313186813186813,0.586715867158672,220.1,0.318046165306869,1
"Pipistrellus deserti",1,0.0794804575786463,0.362825788751715,0.644230769230769,NA,0.210384959713518,296.125,0.324230493818662,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hypsugo savii",1,0.0349142040038132,0.127572016460905,0.342032967032967,1,0.137869292748433,167.7,0.328477696049224,1,1,0.0264537654909438,0.273943661971831,0.359154929577465,1,0.1190036900369,179.6,0.355711209415428,1
"Microtus arvalis",0,0.300047664442326,0.471879286694102,0.177197802197802,0.313186813186813,0.383169203222919,406.3,0.329096153948792,1,0,0.273236415633937,0.401408450704225,0.146478873239437,0.313186813186813,0.346863468634686,361.8,0.29623480427982,1
"Rhinolophus blasii",1,0.0277645376549094,0.577503429355281,0.502747252747253,NA,0.210384959713518,255.25,0.32960004486774,1,1,0.0133460438512869,0.659154929577465,0.501408450704225,NA,0.174354243542435,243.625,0.337065916918853,1
"Acerodon celebensis",1,0.0848427073403241,0.362825788751715,0.548076923076923,NA,NA,339.833333333333,0.331915139722987,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myotis punicus",1,0.0618446139180172,0.127572016460905,0.333791208791209,1,0.137869292748433,189.1,0.332215426383713,1,0,0.0550524308865586,0.452112676056338,0.616901408450704,1,1,361,0.62481330307872,1
"Microtus oeconomus",0,0.352955195424214,0.314814814814815,0.215659340659341,0.313186813186813,0.46911369740376,443,0.333145972297788,1,0,0.322807435653003,0.297887323943662,0.249295774647887,0.313186813186813,0.437269372693727,413.1,0.324089344025018,1
"Tadarida teniotis",1,0.0731649189704481,0.0603566529492455,0.401098901098901,1,0.137869292748433,198.6,0.334497953153406,1,0,0.0458770257387989,0.176760563380282,0.553521126760563,1,1,305.2,0.555231743175929,1
"Lophuromys sikapusi",0,0.272521448999047,0.159122085048011,0.32967032967033,0.313186813186813,0.609668755595345,385.1,0.336833886499909,1,0,0.271091515729266,0.11830985915493,0.370422535211268,0.313186813186813,0.586715867158672,377.6,0.33194531808819,1
"Pteropus poliocephalus",0,0.123927550047664,0.56241426611797,0.218406593406593,0.313186813186813,0.46911369740376,287.3,0.33740978403256,1,0,0.118684461391802,0.494366197183099,0.205633802816901,0.313186813186813,0.437269372693727,263.5,0.313828129454468,1
"Aselliscus stoliczkanus",1,0.0419447092469018,0.362825788751715,0.73489010989011,NA,0.210384959713518,273.25,0.337511391900561,1,1,0.038489037178265,0.566197183098592,0.705633802816901,NA,0.174354243542435,289.75,0.371168566659048,1
"Hipposideros pratti",1,0.0524308865586273,0.127572016460905,0.375,1,0.137869292748433,187.2,0.338574439153593,1,1,0.0375357483317445,0.273943661971831,0.380281690140845,1,0.1190036900369,191.9,0.362152958096264,1
"Sigmodon hispidus",0,0.676835081029552,0.277091906721536,0.103021978021978,0.313186813186813,0.323187108325873,676.6,0.33866457745715,1,0,0.629408960915157,0.245070422535211,0.102816901408451,0.313186813186813,0.283210332103321,625.4,0.314738686029791,1
"Erinaceus europaeus",1,0.304218303145853,0.469135802469136,0.445054945054945,NA,0.137869292748433,504.875,0.339069585854592,1,1,0.292897998093422,0.543661971830986,0.430985915492958,NA,0.1190036900369,496.375,0.346637393863567,1
"Rhinolophus euryale",1,0.0474261201143947,0.310013717421125,0.20467032967033,1,0.137869292748433,184.8,0.339995891990857,1,1,0.0197807435653003,0.392957746478873,0.2,1,0.1190036900369,168.3,0.346348436016215,1
"Suncus murinus",0,0.232602478551001,0.111796982167353,0.43543956043956,0.313186813186813,0.609668755595345,360.1,0.340538917988014,1,0,0.224737845567207,0.0936619718309859,0.374647887323944,0.313186813186813,0.586715867158672,335.8,0.318590077013524,1
"Didelphis virginiana",0,NA,0.319615912208505,0.26510989010989,0.313186813186813,0.46911369740376,193.375,0.341756578227242,1,0,NA,0.304225352112676,0.270422535211268,0.313186813186813,0.437269372693727,182.625,0.331276018301121,1
"Hipposideros ruber",1,0.0806720686367969,0.127572016460905,0.364010989010989,1,0.137869292748433,209.3,0.342024873371425,1,1,0.100810295519542,0.273943661971831,0.338028169014085,1,0.1190036900369,239,0.366357163308472,1
"Epomops franqueti",1,0.0296711153479504,0.57201646090535,0.0631868131868132,1,0.0456580125335721,177.2,0.342106480394737,1,1,0.0411105815061964,0.592957746478873,0.0774647887323944,1,0.0415129151291513,188.8,0.350609206369323,1
"Dama dama",0,0.276572926596759,0.725651577503429,0.0714285714285714,NA,0.29632945389436,476.75,0.34249563235578,1,0,0.264656816015253,0.715492957746479,0.0676056338028169,NA,0.252767527675277,450.875,0.325130733809956,1
"Nyctereutes procyonoides",1,0.21234509056244,0.157750342935528,0.254120879120879,1,0.0895255147717099,302.8,0.342748365478111,1,1,0.162535748331745,0.288732394366197,0.22112676056338,1,0.0802583025830258,272.1,0.35053064116887,1
"Myodes rutilus",0,0.380838894184938,0.314814814814815,0.236263736263736,0.313186813186813,0.46911369740376,469.4,0.342843591170812,1,0,0.346639656816015,0.297887323943662,0.243661971830986,0.313186813186813,0.437269372693727,432.3,0.327729027694241,1
"Pteropus vampyrus",0,0.00714966634890372,0.482853223593964,0.306318681318681,0.313186813186813,0.609668755595345,206.2,0.343835428008741,1,0,0.0148951382268827,0.409859154929577,0.302816901408451,0.313186813186813,0.586715867158672,194.4,0.325494774982079,1
"Hipposideros galeritus",1,0.0409914204003813,0.362825788751715,0.763736263736264,NA,0.210384959713518,277.5,0.344484608150469,1,1,0.0550524308865586,0.566197183098592,0.736619718309859,NA,0.174354243542435,312.625,0.383055893959361,1
"Hipposideros gigas",1,0.118088655862726,0.127572016460905,0.340659340659341,1,0.137869292748433,237.3,0.344837861146281,1,0,0.135009532888465,0.452112676056338,0.733802816901408,1,1,444.7,0.664185005169242,1
"Panthera leo",0,0.283007626310772,0.724279835390947,0.0782967032967033,NA,0.29632945389436,484.5,0.345478404723195,1,0,0.301477597712107,0.714084507042254,0.0704225352112676,NA,0.252767527675277,489.75,0.334688041910226,1
"Eumops glaucinus",1,0.190896091515729,0.0603566529492455,0.35989010989011,1,0.137869292748433,291.4,0.349802429420704,1,1,0.200667302192564,0.0873239436619718,0.387323943661972,1,0.1190036900369,303.3,0.358863775910682,1
"Giraffa camelopardalis",0,0.294089609151573,0.669410150891632,0.114010989010989,NA,0.323187108325873,496.375,0.350174464345017,1,0,0.300405147759771,0.652112676056338,0.112676056338028,NA,0.283210332103321,489.25,0.337101053064365,1
"Anoura geoffroyi",0,0.170877025738799,0.294924554183813,0.365384615384615,0.313186813186813,0.609668755595345,324.8,0.350808352817877,1,0,0.176120114394662,0.257746478873239,0.364788732394366,0.313186813186813,0.586715867158672,316.9,0.33971160120155,1
"Mops condylurus",1,0.0875834127740705,0.127572016460905,0.402472527472527,1,0.137869292748433,220.7,0.351099449891187,1,1,0.0874642516682555,0.273943661971831,0.349295774647887,1,0.1190036900369,229.4,0.365941475664975,1
"Epomophorus labiatus",1,0.0363441372735939,0.299725651577503,0.29532967032967,1,0.137869292748433,187.2,0.35385375038584,1,1,0.0300285986653956,0.397887323943662,0.291549295774648,1,0.1190036900369,190.6,0.367693781684121,1
"Artibeus obscurus",1,0.187202097235462,0.362825788751715,0.65521978021978,NA,0.210384959713518,411.125,0.353908156480119,1,1,0.19327931363203,0.566197183098592,0.515492957746479,NA,0.174354243542435,418.375,0.362330924504884,1
"Marmota monax",0,0.906101048617731,0.1440329218107,0.0851648351648352,0.313186813186813,0.323187108325873,847,0.35433454542119,1,0,0.92278360343184,0.102816901408451,0.101408450704225,0.313186813186813,0.283210332103321,851.2,0.34468122016693,1
"Tamias striatus",0,0.865228789323165,0.0528120713305898,0.276098901098901,0.115384615384615,0.46911369740376,832.7,0.355727614908206,1,0,0.824714013346044,0.0429577464788732,0.228169014084507,0.115384615384615,0.437269372693727,784.3,0.329698952397553,1
"Proechimys semispinosus",0,0.746663489037178,0.151577503429355,0.184065934065934,0.313186813186813,0.383169203222919,735.4,0.35573258858844,1,0,0.776334604385129,0.113380281690141,0.156338028169014,0.313186813186813,0.346863468634686,744.5,0.341220639213157,1
"Glauconycteris variegata",1,0.0333651096282174,0.362825788751715,0.675824175824176,NA,NA,298.833333333333,0.357338358068036,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redunca arundinum",0,0.293732125834128,0.706447187928669,0.107142857142857,NA,0.323187108325873,501.5,0.357627319807882,1,0,0.305648236415634,0.692957746478873,0.114084507042254,NA,0.283210332103321,502.25,0.34897520551002,1
"Niviventer confucianus",1,0.259294566253575,0.362825788751715,0.598901098901099,NA,0.210384959713518,476.5,0.357851603404977,1,1,0.245471877979028,0.566197183098592,0.797183098591549,NA,0.174354243542435,523.125,0.445801600802901,1
"Proechimys guyannensis",0,0.761558627264061,0.301783264746228,0.0934065934065934,0.313186813186813,0.323187108325873,749.9,0.358624481385914,1,0,0.812559580552908,0.284507042253521,0.105633802816901,0.313186813186813,0.283210332103321,785.1,0.359819514182693,1
"Hipposideros lekaguli",1,0.112607244995234,0.127572016460905,0.423076923076923,1,0.137869292748433,244.7,0.360225095456299,1,0,0.128455672068637,0.452112676056338,0.567605633802817,1,1,415.6,0.629634796385558,1
"Paguma larvata",1,0.199237368922784,0.655692729766804,0.453296703296703,NA,0.137869292748433,430.25,0.361524023683681,1,1,0.176358436606292,0.719718309859155,0.46056338028169,NA,0.1190036900369,410.625,0.368910954196009,1
"Sylvilagus audubonii",0,0.810414680648236,0.151577503429355,0.152472527472527,0.313186813186813,0.383169203222919,784.3,0.36216414559197,1,0,0.802430886558627,0.113380281690141,0.164788732394366,0.313186813186813,0.346863468634686,767.6,0.348130036492927,1
"Erinaceus amurensis",1,0.302669208770257,0.362825788751715,0.572802197802198,NA,0.210384959713518,517.25,0.362170538759422,1,1,0.279313632030505,0.566197183098592,0.725352112676056,NA,0.174354243542435,545.875,0.436304292836897,1
"Nyctinomops laticaudatus",1,0.198760724499523,0.0603566529492455,0.42032967032967,1,0.137869292748433,306.8,0.363463268105374,1,1,0.204480457578646,0.0873239436619718,0.33943661971831,1,0.1190036900369,299.7,0.350048942199166,1
"Rhinopoma hardwickii",1,0.111415633937083,0.127572016460905,0.442307692307692,1,0.137869292748433,246.5,0.363832927090823,1,1,0.0795996186844614,0.273943661971831,0.464788732394366,1,0.1190036900369,239.2,0.387467140617512,1
"Triaenops persicus",1,0.14382745471878,0.127572016460905,0.412087912087912,1,0.137869292748433,269.3,0.364271335203206,1,1,0.103789323164919,0.273943661971831,0.342253521126761,1,0.1190036900369,242.1,0.367798039260082,1
"Rhinolophus cornutus",1,NA,0.362825788751715,0.523351648351648,NA,0.210384959713518,254.333333333333,0.365520798938961,1,1,NA,0.566197183098592,0.640845070422535,NA,0.174354243542435,317.166666666667,0.460465499021187,1
"Natalus tumidirostris",0,0.212583412774071,0.294924554183813,0.406593406593407,0.313186813186813,0.609668755595345,365.8,0.36739138846669,1,0,0.217588179218303,0.257746478873239,0.373239436619718,0.313186813186813,0.586715867158672,352.9,0.349695355011349,1
"Hipposideros cervinus",1,0.0811487130600572,0.362825788751715,0.668956043956044,NA,NA,364,0.370976848589272,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chaerephon plicatus",1,0.0479027645376549,0.299725651577503,0.380494505494505,1,0.137869292748433,209.3,0.373198442871619,1,1,0.055767397521449,0.397887323943662,0.401408450704225,1,0.1190036900369,227.8,0.394813372441247,1
"Rattus tanezumi",1,0.2302192564347,0.362825788751715,0.68956043956044,NA,0.210384959713518,462.5,0.373247611115093,1,1,0.187559580552908,0.566197183098592,0.685915492957746,NA,0.174354243542435,442.625,0.40350662503792,1
"Lepus californicus",0,0.863322211630124,0.151577503429355,0.174450549450549,0.313186813186813,0.383169203222919,831.9,0.377141256183952,1,0,0.852359389895138,0.113380281690141,0.152112676056338,0.313186813186813,0.346863468634686,807.7,0.355580525892623,1
"Hipposideros commersoni",1,0.21210676835081,0.362825788751715,0.730769230769231,NA,0.210384959713518,451,0.379021686896319,1,1,0.232006673021926,0.566197183098592,0.622535211267606,NA,0.174354243542435,478,0.39877332773264,1
"Nycteris macrotis",1,0.133579599618684,0.362825788751715,0.81043956043956,NA,0.210384959713518,383.125,0.379307477130869,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Odocoileus hemionus",0,0.571377502383222,0.611796982167353,0.0521978021978022,NA,0.284691136974038,760.125,0.380015855930604,1,0,0.573403241182078,0.587323943661972,0.052112676056338,NA,0.239852398523985,747.5,0.363173064856093,1
"Rattus argentiventer",1,0.248093422306959,0.362825788751715,0.701923076923077,NA,0.210384959713518,483.5,0.380806811923817,1,1,0.239513822688275,0.566197183098592,0.607042253521127,NA,0.174354243542435,483.125,0.396776875712607,1
"Hippotragus niger",0,0.313512869399428,0.673525377229081,0.181318681318681,NA,0.383169203222919,538.125,0.387881532792527,1,0,0.318517635843661,0.654929577464789,0.183098591549296,NA,0.346863468634686,529.875,0.375852318373108,1
"Chlorocebus aethiops",1,0.533484270734032,0.327846364883402,0.0494505494505494,1,0.0286481647269472,560.5,0.387885869958986,1,1,0.536820781696854,0.394366197183099,0.0492957746478873,1,0.0285977859778598,571.2,0.40181610790114,1
"Lemniscomys striatus",0,0.275619637750238,0.294924554183813,0.447802197802198,0.313186813186813,0.609668755595345,424.7,0.388240391703682,1,0,0.265848427073403,0.257746478873239,0.423943661971831,0.313186813186813,0.586715867158672,400.6,0.369488249652792,1
"Rattus losea",1,0.247855100095329,0.362825788751715,0.736263736263736,NA,0.210384959713518,489.5,0.389332396206075,1,1,0.22998093422307,0.566197183098592,0.540845070422535,NA,0.174354243542435,461.375,0.377844357821658,1
"Melogale moschata",1,0.239394661582459,0.127572016460905,0.450549450549451,1,0.137869292748433,355.1,0.39107708426825,1,1,0.224022878932316,0.273943661971831,0.449295774647887,1,0.1190036900369,358.2,0.413253201117787,1
"Cephalophus dorsalis",0,0.286463298379409,0.56721536351166,0.247252747252747,NA,0.46911369740376,514.375,0.392511276636894,1,0,0.32650142993327,0.503521126760563,0.277464788732394,NA,0.437269372693727,540.375,0.386189179529989,1
"Cephalophus leucogaster",0,0.305052430886559,0.56721536351166,0.229395604395604,NA,0.46911369740376,530.625,0.392694274049396,1,0,0.372020972354623,0.503521126760563,0.273239436619718,NA,0.437269372693727,587.375,0.396512727107158,1
"Microtus gregalis",0,0.350571973307912,0.294924554183813,0.396978021978022,0.313186813186813,0.609668755595345,480.2,0.393066023650381,1,0,0.32650142993327,0.257746478873239,0.390140845070423,0.313186813186813,0.586715867158672,446.7,0.374858286844483,1
"Papio ursinus",0,0.529551954242135,0.759945130315501,0.0357142857142857,NA,0.273052820053715,738.625,0.399566047581409,1,0,0.526334604385129,0.752112676056338,0.0408450704225352,NA,0.227859778597786,723.75,0.386788032365447,1
"Pteronotus personatus",1,0.179933269780744,0.362825788751715,0.848901098901099,NA,0.210384959713518,438.75,0.400511279286769,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Peromyscus gossypinus",0,0.828169685414681,0.146776406035665,0.262362637362637,0.313186813186813,0.46911369740376,824.1,0.403921847880711,1,0,0.790514775977121,0.108450704225352,0.215492957746479,0.313186813186813,0.437269372693727,773.9,0.372982924765898,1
"Rhinonicteris aurantia",1,0.23069590085796,0.362825788751715,0.811813186813187,NA,0.210384959713518,485.25,0.403929959034095,1,1,0.238798856053384,0.566197183098592,0.82112676056338,NA,0.174354243542435,520.375,0.450119260814448,1
"Eidolon dupreanum",1,0.0716158245948522,0.492455418381344,0.322802197802198,1,0.137869292748433,248.9,0.404948546705366,1,1,0.0691134413727359,0.630985915492958,0.297183098591549,1,0.1190036900369,257.3,0.423257229098829,1
"Bradypus tridactylus",0,0.844375595805529,0.146776406035665,0.251373626373626,0.313186813186813,0.46911369740376,836.1,0.404965227761079,1,0,0.83567683508103,0.108450704225352,0.280281690140845,0.313186813186813,0.437269372693727,821,0.394973083065553,1
"Lepus americanus",0,0.869876072449952,0.146776406035665,0.258241758241758,0.313186813186813,0.46911369740376,858.5,0.41143894946359,1,0,0.849022878932317,0.108450704225352,0.264788732394366,0.313186813186813,0.437269372693727,830,0.394543700286515,1
"Rhinolophus monoceros",1,NA,0.362825788751715,0.662087912087912,NA,0.210384959713518,288,0.411766220184382,1,1,NA,0.566197183098592,0.650704225352113,NA,0.174354243542435,319.5,0.463751883997713,1
"Hipposideros fuliginosus",1,0.148713060057197,0.362825788751715,0.723901098901099,NA,NA,471.833333333333,0.411813315903337,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Puma concolor",0,0.388584366062917,0.825788751714678,0.112637362637363,NA,0.323187108325873,623.75,0.412549397185208,1,0,0.460319351763584,0.819718309859155,0.116901408450704,NA,0.283210332103321,687.5,0.420037350544191,1
"Manis javanica",1,0.246663489037178,0.362825788751715,0.833791208791209,NA,0.210384959713518,506,0.413416361573405,1,1,0.253932316491897,0.566197183098592,0.974647887323944,NA,0.174354243542435,563.5,0.492282907614217,1
"Pan troglodytes",1,0.426358436606292,0.615912208504801,0.0137362637362637,1,0.0116383169203223,505.5,0.413529045153536,1,1,0.50917540514776,0.642253521126761,0.0140845070422535,1,0.0119926199261993,576.4,0.435501210648595,1
"Pteropus rufus",1,0.129647283126787,0.492455418381344,0.321428571428571,1,0.137869292748433,297.4,0.416280113137027,1,1,0.141920877025739,0.630985915492958,0.329577464788732,1,0.1190036900369,323,0.444297589468866,1
"Atelerix albiventris",0,0.26835081029552,0.652949245541838,0.282967032967033,NA,0.46911369740376,517.5,0.418345196552038,1,0,0.286939942802669,0.635211267605634,0.229577464788732,NA,0.437269372693727,513.75,0.397249511972691,1
"Hypsugo pulveratus",1,NA,0.362825788751715,0.690934065934066,NA,0.210384959713518,295,0.421381604799766,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lasiurus cinereus",0,0.0743565300285987,0.107681755829904,0.325549450549451,1,0.609668755595345,248.2,0.42345129840066,1,0,0.0731649189704481,0.0964788732394366,0.325352112676056,1,0.586715867158672,239.5,0.416342354408923,1
"Rhinolophus eloquens",0,0.0452812202097235,0.802469135802469,0.243131868131868,NA,0.609668755595345,323.125,0.425137744934851,1,0,0.026930409914204,0.795774647887324,0.207042253521127,NA,0.586715867158672,285.75,0.404115794620332,1
"Dobsonia moluccensis",1,0.132983794089609,0.492455418381344,0.368131868131868,1,0.137869292748433,307,0.426288074670251,1,1,0.130958055290753,0.630985915492958,0.369014084507042,1,0.1190036900369,319.4,0.449992349065531,1
"Tragelaphus strepsiceros",0,0.313989513822688,0.467764060356653,0.0686813186813187,1,0.29632945389436,429.4,0.429352869351004,1,0,0.328408007626311,0.390140845070423,0.0690140845070423,1,0.252767527675277,422.8,0.40806609297581,1
"Macropus giganteus",0,NA,0.303155006858711,0.0989010989010989,1,0.323187108325873,186.625,0.431310803521421,1,0,NA,0.285915492957746,0.0985915492957746,1,0.283210332103321,174.875,0.416929343589211,1
"Mastomys natalensis",0,0.26930409914204,0.311385459533608,0.196428571428571,1,0.383169203222919,397.4,0.432057466665428,1,0,0.265490943755958,0.292957746478873,0.197183098591549,1,0.346863468634686,384.6,0.420499051492213,1
"Papio cynocephalus",0,0.530743565300286,0.864197530864197,0.0549450549450549,NA,0.284691136974038,764,0.433644322020894,1,0,0.54706863679695,0.859154929577465,0.0549295774647887,NA,0.239852398523985,768.625,0.425251385590797,1
